,Zip,City,State,Metro,CountyName,SizeRank,2018-04-01,1_Year,1_Gain,2_Year,2_Gain,3_Year,3_Gain,4_Year,4_Gain,5_Year,5_Gain,6_Year,6_Gain,7_Year,7_Gain,8_Year,8_Gain,9_Year,9_Gain,10_Year,10_Gain
2123,13732,Owego,NY,Binghamton,Tioga,9445,137900.0,141769.93,0.03,144673.51,0.05,147584.53,0.07,150495.62,0.09,153406.72,0.11,156317.81,0.13,159228.91,0.15,162140.0,0.18,165051.1,0.2,167962.19,0.22
2124,13733,Bainbridge,NY,,Chenango,10431,99500.0,102778.6,0.03,105031.93,0.06,107284.47,0.08,109535.18,0.1,111785.98,0.12,114036.78,0.15,116287.58,0.17,118538.38,0.19,120789.18,0.21,123039.98,0.24
2125,13734,Tioga,NY,Binghamton,Tioga,13742,107500.0,110668.74,0.03,113381.86,0.05,116034.48,0.08,118684.41,0.1,121334.07,0.13,123983.72,0.15,126633.37,0.18,129283.02,0.2,131932.67,0.23,134582.32,0.25
2126,13736,Berkshire,NY,Binghamton,Tioga,13372,105100.0,111830.61,0.06,114782.28,0.09,117573.53,0.12,120358.23,0.15,123142.66,0.17,125927.08,0.2,128711.5,0.22,131495.92,0.25,134280.34,0.28,137064.76,0.3
2127,13743,Candor,NY,Binghamton,Tioga,11971,106200.0,109297.34,0.03,111816.62,0.05,114335.74,0.08,116854.83,0.1,119373.92,0.12,121893.02,0.15,124412.11,0.17,126931.2,0.2,129450.3,0.22,131969.39,0.24
2128,13746,Barker,NY,Binghamton,Broome,12788,116200.0,121283.41,0.04,124472.19,0.07,127365.25,0.1,130229.59,0.12,133090.71,0.15,135951.42,0.17,138812.08,0.19,141672.73,0.22,144533.38,0.24,147394.03,0.27
2129,13748,Conklin,NY,Binghamton,Broome,11751,104600.0,111340.05,0.06,113770.54,0.09,115909.0,0.11,118027.62,0.13,120144.98,0.15,122262.29,0.17,124379.62,0.19,126496.96,0.21,128614.31,0.23,130731.66,0.25
2130,13753,Delhi,NY,,Delaware,10927,155700.0,158617.68,0.02,162043.99,0.04,165623.38,0.06,169242.8,0.09,172872.73,0.11,176505.44,0.13,180138.88,0.16,183772.51,0.18,187406.2,0.2,191039.89,0.23
2131,13754,Deposit,NY,,Delaware,11893,100500.0,109968.11,0.09,111445.05,0.11,114579.87,0.14,117411.5,0.17,120288.42,0.2,123161.93,0.23,126034.34,0.25,128907.48,0.28,131780.34,0.31,134653.29,0.34
2132,13760,Union,NY,Binghamton,Broome,874,111100.0,114487.66,0.03,116491.15,0.05,118436.89,0.07,120379.8,0.08,122322.57,0.1,124265.33,0.12,126208.09,0.14,128150.85,0.15,130093.61,0.17,132036.37,0.19
2133,13775,Franklin,NY,,Delaware,13898,134400.0,139027.52,0.03,142332.78,0.06,145481.15,0.08,148611.47,0.11,151739.71,0.13,154867.7,0.15,157995.66,0.18,161123.62,0.2,164251.58,0.22,167379.54,0.25
2134,13778,Greene,NY,,Chenango,10147,122300.0,126849.97,0.04,129761.55,0.06,132740.2,0.09,135713.93,0.11,138687.99,0.13,141662.03,0.16,144636.07,0.18,147610.11,0.21,150584.15,0.23,153558.2,0.26
2135,13783,Hancock,NY,,Delaware,11838,96900.0,102557.44,0.06,105538.46,0.09,108254.56,0.12,110944.95,0.14,113632.8,0.17,116320.41,0.2,119007.99,0.23,121695.56,0.26,124383.13,0.28,127070.71,0.31
2136,13787,Colesville,NY,Binghamton,Broome,12095,118200.0,121281.53,0.03,124335.8,0.05,127383.79,0.08,130431.58,0.1,133479.37,0.13,136527.16,0.16,139574.94,0.18,142622.73,0.21,145670.52,0.23,148718.3,0.26
2137,13790,Johnson City,NY,Binghamton,Broome,5519,69600.0,73133.71,0.05,74270.46,0.07,75039.82,0.08,75751.84,0.09,76454.94,0.1,77156.65,0.11,77858.15,0.12,78559.61,0.13,79261.07,0.14,79962.52,0.15
2138,13795,Kirkwood,NY,Binghamton,Broome,11752,100300.0,99946.93,-0.0,102438.04,0.02,103996.22,0.04,105892.65,0.06,107669.73,0.07,109488.01,0.09,111292.31,0.11,113101.29,0.13,114908.72,0.15,116716.65,0.16
2139,13803,Marathon,NY,Cortland,Cortland,11796,104400.0,107803.74,0.03,110364.06,0.06,112920.89,0.08,115478.4,0.11,118036.16,0.13,120593.99,0.16,123151.85,0.18,125709.72,0.2,128267.59,0.23,130825.46,0.25
2140,13807,Milford,NY,Oneonta,Otsego,14535,145600.0,153052.25,0.05,156660.6,0.08,160288.96,0.1,163917.26,0.13,167545.56,0.15,171173.86,0.18,174802.17,0.2,178430.47,0.23,182058.77,0.25,185687.07,0.28
2141,13808,Morris,NY,Oneonta,Otsego,14017,98100.0,103608.28,0.06,105832.17,0.08,107893.04,0.1,109945.7,0.12,111997.94,0.14,114050.17,0.16,116102.39,0.18,118154.61,0.2,120206.84,0.23,122259.06,0.25
2142,13811,Newark Valley,NY,Binghamton,Tioga,11349,104300.0,108644.29,0.04,111178.95,0.07,113705.77,0.09,116232.57,0.11,118759.36,0.14,121286.15,0.16,123812.95,0.19,126339.74,0.21,128866.53,0.24,131393.33,0.26
2143,13812,Nichols,NY,Binghamton,Tioga,13462,99900.0,102765.08,0.03,104855.23,0.05,106919.77,0.07,108984.54,0.09,111049.32,0.11,113114.1,0.13,115178.88,0.15,117243.66,0.17,119308.44,0.19,121373.22,0.21
2144,13815,Norwich,NY,,Chenango,6939,90700.0,93377.55,0.03,94839.12,0.05,96299.94,0.06,97758.12,0.08,99216.41,0.09,100674.69,0.11,102132.97,0.13,103591.26,0.14,105049.54,0.16,106507.82,0.17
2145,13820,Oneonta,NY,Oneonta,Otsego,5458,136800.0,142292.01,0.04,145418.47,0.06,148601.72,0.09,151784.02,0.11,154966.32,0.13,158148.63,0.16,161330.93,0.18,164513.24,0.2,167695.54,0.23,170877.85,0.25
2146,13825,Otego,NY,Oneonta,Otsego,12129,140700.0,145207.55,0.03,148358.12,0.05,151535.26,0.08,154711.86,0.1,157888.49,0.12,161065.11,0.14,164241.73,0.17,167418.35,0.19,170594.97,0.21,173771.59,0.24
2147,13827,Owego,NY,Binghamton,Tioga,7673,116000.0,120343.42,0.04,122701.39,0.06,124972.18,0.08,127239.64,0.1,129506.95,0.12,131774.26,0.14,134041.57,0.16,136308.88,0.18,138576.19,0.19,140843.5,0.21
2148,13830,Oxford,NY,,Chenango,10953,87700.0,89654.38,0.02,91429.62,0.04,93189.46,0.06,94951.62,0.08,96714.15,0.1,98476.74,0.12,100239.36,0.14,102002.0,0.16,103764.65,0.18,105527.3,0.2
2149,13833,Fenton,NY,Binghamton,Broome,11466,123500.0,123734.14,0.0,126888.63,0.03,129297.19,0.05,131893.84,0.07,134444.18,0.09,137005.73,0.11,139564.6,0.13,142124.11,0.15,144683.47,0.17,147242.86,0.19
2150,13838,Sidney,NY,,Delaware,10747,84100.0,87287.75,0.04,89100.82,0.06,90593.92,0.08,92012.12,0.09,93412.81,0.11,94809.42,0.13,96205.06,0.14,97600.49,0.16,98995.86,0.18,100391.22,0.19
2151,13839,Sidney,NY,,Delaware,14156,116600.0,120884.18,0.04,123799.24,0.06,126650.76,0.09,129499.04,0.11,132347.16,0.14,135195.26,0.16,138043.37,0.18,140891.48,0.21,143739.58,0.23,146587.69,0.26
2152,13843,Butternuts,NY,Oneonta,Otsego,13968,95600.0,95361.31,-0.0,96806.34,0.01,98433.26,0.03,100096.63,0.05,101765.88,0.06,103436.02,0.08,105106.32,0.1,106776.65,0.12,108446.98,0.13,110117.31,0.15
2153,13849,Unadilla,NY,Oneonta,Otsego,10894,95000.0,103461.64,0.09,107077.28,0.13,109390.78,0.15,111345.79,0.17,113202.31,0.19,115031.77,0.21,116853.8,0.23,118673.78,0.25,120493.21,0.27,122312.48,0.29
2154,13850,Vestal,NY,Binghamton,Broome,5183,136900.0,141145.3,0.03,143977.81,0.05,146813.09,0.07,149648.37,0.09,152483.65,0.11,155318.93,0.13,158154.21,0.16,160989.49,0.18,163824.77,0.2,166660.04,0.22
2155,13856,Walton,NY,,Delaware,9254,111900.0,116438.04,0.04,119242.21,0.07,121864.29,0.09,124466.52,0.11,127066.65,0.14,129666.56,0.16,132266.46,0.18,134866.35,0.21,137466.24,0.23,140066.13,0.25
2156,13862,Barker,NY,Binghamton,Broome,11661,113200.0,116161.51,0.03,118496.07,0.05,120845.3,0.07,123194.33,0.09,125543.38,0.11,127892.42,0.13,130241.46,0.15,132590.5,0.17,134939.54,0.19,137288.58,0.21
2157,13865,Windsor,NY,Binghamton,Broome,10161,111200.0,116784.75,0.05,119412.02,0.07,122025.61,0.1,124639.91,0.12,127254.21,0.14,129868.51,0.17,132482.81,0.19,135097.11,0.21,137711.41,0.24,140325.71,0.26
2158,13901,Chenango,NY,Binghamton,Broome,5266,107100.0,114090.86,0.07,116200.61,0.08,118286.44,0.1,120372.7,0.12,122458.96,0.14,124545.23,0.16,126631.49,0.18,128717.75,0.2,130804.01,0.22,132890.28,0.24
2159,13903,Binghamton,NY,Binghamton,Broome,5760,92600.0,96187.46,0.04,97910.41,0.06,99630.29,0.08,101350.16,0.09,103070.03,0.11,104789.91,0.13,106509.78,0.15,108229.65,0.17,109949.52,0.19,111669.4,0.21
2160,13904,Binghamton,NY,Binghamton,Broome,8834,71400.0,73135.52,0.02,74047.77,0.04,74961.96,0.05,75876.14,0.06,76790.32,0.08,77704.5,0.09,78618.68,0.1,79532.87,0.11,80447.05,0.13,81361.23,0.14
2161,13905,Binghamton,NY,Binghamton,Broome,3469,101900.0,108306.5,0.06,110336.22,0.08,112430.98,0.1,114525.07,0.12,116619.16,0.14,118713.26,0.16,120807.36,0.19,122901.45,0.21,124995.55,0.23,127089.64,0.25
2162,14001,Newstead,NY,Buffalo,Erie,8283,162200.0,170317.4,0.05,173922.36,0.07,177460.14,0.09,180996.91,0.12,184533.66,0.14,188070.41,0.16,191607.16,0.18,195143.91,0.2,198680.66,0.22,202217.41,0.25
2163,14004,Alden,NY,Buffalo,Erie,8290,178400.0,172986.4,-0.03,180061.51,0.01,183814.24,0.03,186816.7,0.05,190670.52,0.07,194315.35,0.09,197899.71,0.11,201542.86,0.13,205173.02,0.15,208798.44,0.17
2164,14006,Lake Erie Beach,NY,Buffalo,Erie,8168,116000.0,116136.73,0.0,118112.61,0.02,120232.7,0.04,122360.87,0.05,124489.36,0.07,126617.87,0.09,128746.37,0.11,130874.88,0.13,133003.38,0.15,135131.88,0.16
2165,14008,Newfane,NY,Buffalo,Niagara,14533,140700.0,140455.1,-0.0,143370.94,0.02,146517.56,0.04,149679.64,0.06,152842.77,0.09,156005.97,0.11,159169.17,0.13,162332.38,0.15,165495.58,0.18,168658.79,0.2
2166,14028,Olcott,NY,Buffalo,Niagara,14400,150100.0,158714.37,0.06,162475.81,0.08,166240.19,0.11,170004.57,0.13,173768.95,0.16,177533.32,0.18,181297.7,0.21,185062.08,0.23,188826.46,0.26,192590.84,0.28
2167,14031,Clarence,NY,Buffalo,Erie,8504,282000.0,283045.54,0.0,287152.24,0.02,292220.33,0.04,297645.47,0.06,303198.47,0.08,308797.48,0.1,314413.05,0.11,320034.57,0.13,325658.23,0.15,331282.66,0.17
2168,14034,Collins,NY,Buffalo,Erie,13949,106300.0,109163.78,0.03,110483.13,0.04,112816.88,0.06,114892.22,0.08,117015.25,0.1,119131.39,0.12,121248.26,0.14,123365.1,0.16,125481.92,0.18,127598.76,0.2
2169,14042,Yorkshire,NY,Olean,Cattaraugus,11575,97300.0,101648.87,0.04,104171.63,0.07,106632.85,0.1,109092.15,0.12,111551.46,0.15,114010.79,0.17,116470.12,0.2,118929.45,0.22,121388.79,0.25,123848.12,0.27
2170,14043,Depew,NY,Buffalo,Erie,3784,139400.0,141520.68,0.02,143678.1,0.03,145838.79,0.05,147999.73,0.06,150160.69,0.08,152321.66,0.09,154482.62,0.11,156643.58,0.12,158804.54,0.14,160965.5,0.15
2171,14047,Evans,NY,Buffalo,Erie,9824,134600.0,135599.7,0.01,138016.25,0.03,140428.46,0.04,142840.66,0.06,145252.86,0.08,147665.07,0.1,150077.27,0.11,152489.47,0.13,154901.67,0.15,157313.87,0.17
2172,14048,Dunkirk,NY,Jamestown,Chautauqua,6539,55900.0,55773.7,-0.0,56650.4,0.01,57231.85,0.02,57887.3,0.04,58525.72,0.05,59167.72,0.06,59809.05,0.07,60450.48,0.08,61091.91,0.09,61733.33,0.1
2173,14051,Amherst,NY,Buffalo,Erie,5579,309900.0,308521.67,-0.0,311297.33,0.0,315593.77,0.02,320415.16,0.03,325417.71,0.05,330482.8,0.07,335569.46,0.08,340663.58,0.1,345760.26,0.12,350857.83,0.13
2174,14052,East Aurora,NY,Buffalo,Erie,6100,244100.0,248503.47,0.02,254420.16,0.04,260293.87,0.07,266168.77,0.09,272043.65,0.11,277918.52,0.14,283793.4,0.16,289668.27,0.19,295543.15,0.21,301418.02,0.23
2175,14057,Eden,NY,Buffalo,Erie,9431,176100.0,176944.91,0.0,181436.12,0.03,185085.2,0.05,188889.91,0.07,192678.66,0.09,196463.53,0.12,200251.72,0.14,204038.46,0.16,207825.71,0.18,211612.8,0.2
2176,14059,Elma,NY,Buffalo,Erie,8646,239400.0,243807.61,0.02,249463.64,0.04,255109.56,0.07,260755.55,0.09,266401.54,0.11,272047.54,0.14,277693.53,0.16,283339.52,0.18,288985.51,0.21,294631.51,0.23
2177,14062,Hanover,NY,Jamestown,Chautauqua,12097,94200.0,97826.07,0.04,99248.24,0.05,100730.73,0.07,102214.75,0.09,103698.77,0.1,105182.78,0.12,106666.79,0.13,108150.8,0.15,109634.81,0.16,111118.82,0.18
2178,14063,Fredonia,NY,Jamestown,Chautauqua,7413,109800.0,112918.34,0.03,114567.96,0.04,116205.74,0.06,117843.3,0.07,119480.85,0.09,121118.41,0.1,122755.96,0.12,124393.52,0.13,126031.07,0.15,127668.63,0.16
2179,14065,Freedom,NY,Olean,Cattaraugus,14117,104300.0,108239.08,0.04,111283.12,0.07,114315.32,0.1,117347.35,0.13,120379.39,0.15,123411.42,0.18,126443.46,0.21,129475.49,0.24,132507.53,0.27,135539.56,0.3
2180,14067,Hartland,NY,Buffalo,Niagara,11086,136000.0,134102.1,-0.01,137128.04,0.01,139952.88,0.03,142784.75,0.05,145616.43,0.07,148448.13,0.09,151279.83,0.11,154111.53,0.13,156943.23,0.15,159774.92,0.17
2181,14068,Amherst,NY,Buffalo,Erie,9362,278800.0,279250.88,0.0,284426.58,0.02,289997.82,0.04,295604.79,0.06,301214.98,0.08,306825.46,0.1,312435.97,0.12,318046.48,0.14,323657.0,0.16,329267.51,0.18
2182,14070,Gowanda,NY,Olean,Cattaraugus,10475,76700.0,77643.52,0.01,78446.42,0.02,79690.19,0.04,80751.79,0.05,81857.5,0.07,82958.88,0.08,84058.48,0.1,85159.24,0.11,86259.63,0.12,87360.09,0.14
2183,14072,Grand Island,NY,Buffalo,Erie,5345,220900.0,222064.36,0.01,226646.84,0.03,231547.9,0.05,236045.67,0.07,240673.76,0.09,245284.98,0.11,249891.82,0.13,254501.78,0.15,259110.9,0.17,263720.08,0.19
2184,14075,Hamburg,NY,Buffalo,Erie,935,175700.0,175472.32,-0.0,179470.19,0.02,182903.24,0.04,186270.84,0.06,189713.7,0.08,193126.64,0.1,196547.57,0.12,199967.15,0.14,203386.72,0.16,206806.41,0.18
2185,14081,Hanover,NY,Jamestown,Chautauqua,12219,105900.0,107540.56,0.02,109368.85,0.03,111191.28,0.05,113013.82,0.07,114836.36,0.08,116658.89,0.1,118481.43,0.12,120303.96,0.14,122126.5,0.15,123949.03,0.17
2186,14085,Hamburg,NY,Buffalo,Erie,9666,208300.0,211830.46,0.02,216444.92,0.04,221059.62,0.06,225674.32,0.08,230289.02,0.11,234903.72,0.13,239518.42,0.15,244133.12,0.17,248747.82,0.19,253362.52,0.22
2187,14086,Lancaster,NY,Buffalo,Erie,2460,212600.0,223169.5,0.05,228524.9,0.07,233423.36,0.1,238281.73,0.12,243136.59,0.14,247991.13,0.17,252845.65,0.19,257700.16,0.21,262554.68,0.23,267409.19,0.26
2188,14092,Lewiston,NY,Buffalo,Niagara,7623,185200.0,189000.6,0.02,192754.91,0.04,196453.04,0.06,200148.53,0.08,203843.87,0.1,207539.21,0.12,211234.55,0.14,214929.88,0.16,218625.22,0.18,222320.56,0.2
2189,14094,Lockport,NY,Buffalo,Niagara,489,137500.0,141155.29,0.03,143870.24,0.05,146363.8,0.06,148791.43,0.08,151199.83,0.1,153602.62,0.12,156003.78,0.13,158404.45,0.15,160804.99,0.17,163205.48,0.19
2190,14098,Yates,NY,Rochester,Orleans,12704,104600.0,103770.72,-0.01,106748.2,0.02,108549.61,0.04,110650.95,0.06,112687.94,0.08,114735.11,0.1,116781.96,0.12,118828.2,0.14,120874.78,0.16,122921.23,0.18
2191,14101,Machias,NY,Olean,Cattaraugus,13843,92800.0,94667.8,0.02,96346.01,0.04,98069.43,0.06,99786.09,0.08,101503.6,0.09,103221.02,0.11,104938.44,0.13,106655.86,0.15,108373.29,0.17,110090.71,0.19
2192,14103,Medina,NY,Rochester,Orleans,8125,84900.0,83609.01,-0.02,85824.74,0.01,86653.4,0.02,87987.88,0.04,89148.84,0.05,90366.3,0.06,91566.26,0.08,92771.36,0.09,93975.04,0.11,95179.08,0.12
2193,14105,Middleport,NY,Buffalo,Niagara,11490,118200.0,104461.92,-0.12,110145.01,-0.07,114616.29,-0.03,114383.32,-0.03,116883.51,-0.01,119216.61,0.01,120918.97,0.02,122988.24,0.04,125034.85,0.06,126996.91,0.07
2194,14108,Newfane,NY,Buffalo,Niagara,10412,126500.0,129311.24,0.02,131943.87,0.04,134576.92,0.06,137209.98,0.08,139843.04,0.11,142476.1,0.13,145109.16,0.15,147742.22,0.17,150375.28,0.19,153008.34,0.21
2195,14111,North Collins,NY,Buffalo,Erie,12492,123200.0,123929.35,0.01,126283.65,0.03,128750.16,0.05,131213.29,0.07,133676.25,0.09,136139.22,0.11,138602.19,0.13,141065.16,0.15,143528.12,0.17,145991.09,0.18
2196,14120,North Tonawanda,NY,Buffalo,Niagara,810,152300.0,152435.43,0.0,154841.01,0.02,157466.69,0.03,160115.08,0.05,162765.81,0.07,165416.78,0.09,168067.78,0.1,170718.79,0.12,173369.79,0.14,176020.79,0.16
2197,14127,Orchard Park,NY,Buffalo,Erie,2938,238200.0,242339.5,0.02,247461.26,0.04,252602.1,0.06,257743.54,0.08,262884.99,0.1,268026.45,0.13,273167.91,0.15,278309.36,0.17,283450.82,0.19,288592.27,0.21
2198,14131,Ransomville,NY,Buffalo,Niagara,10687,166500.0,171921.43,0.03,175731.05,0.06,179340.77,0.08,182929.6,0.1,186516.14,0.12,190102.44,0.14,193688.71,0.16,197274.97,0.18,200861.24,0.21,204447.5,0.23
2199,14132,Cambria,NY,Buffalo,Niagara,10234,163000.0,170169.11,0.04,173673.28,0.07,176988.79,0.09,180295.24,0.11,183601.25,0.13,186907.24,0.15,190213.23,0.17,193519.23,0.19,196825.22,0.21,200131.21,0.23
2200,14136,Silver Creek,NY,Jamestown,Chautauqua,10473,84300.0,84188.09,-0.0,85378.84,0.01,86564.93,0.03,87751.04,0.04,88937.15,0.06,90123.25,0.07,91309.36,0.08,92495.47,0.1,93681.57,0.11,94867.68,0.13
2201,14138,Dayton,NY,Olean,Cattaraugus,13792,64400.0,67101.74,0.04,68523.48,0.06,69918.74,0.09,71313.51,0.11,72708.26,0.13,74103.02,0.15,75497.78,0.17,76892.54,0.19,78287.29,0.22,79682.05,0.24
2202,14139,Wales,NY,Buffalo,Erie,13413,203300.0,205969.96,0.01,211379.61,0.04,216089.84,0.06,221008.2,0.09,225870.67,0.11,230746.63,0.14,235619.72,0.16,240493.31,0.18,245366.84,0.21,250240.37,0.23
2203,14141,Concord,NY,Buffalo,Erie,9186,144700.0,144913.78,0.0,147836.51,0.02,150784.25,0.04,153731.21,0.06,156678.18,0.08,159625.14,0.1,162572.11,0.12,165519.08,0.14,168466.04,0.16,171413.01,0.18
2204,14150,Tonawanda,NY,Buffalo,Erie,901,137100.0,138331.63,0.01,140605.7,0.03,142972.66,0.04,145348.01,0.06,147724.13,0.08,150100.32,0.09,152476.51,0.11,154852.7,0.13,157228.89,0.15,159605.08,0.16
2205,14170,East Aurora,NY,Buffalo,Erie,13140,206500.0,212584.63,0.03,217478.74,0.05,222340.0,0.08,227200.38,0.1,232060.75,0.12,236921.11,0.15,241781.47,0.17,246641.83,0.19,251502.19,0.22,256362.55,0.24
2206,14171,Ashford,NY,Olean,Cattaraugus,13612,105700.0,110982.69,0.05,113364.83,0.07,115516.01,0.09,117648.95,0.11,119780.45,0.13,121911.83,0.15,124043.21,0.17,126174.58,0.19,128305.96,0.21,130437.33,0.23
2207,14172,Wilson,NY,Buffalo,Niagara,11997,150300.0,154578.43,0.03,157921.88,0.05,161256.42,0.07,164590.39,0.1,167924.39,0.12,171258.38,0.14,174592.37,0.16,177926.37,0.18,181260.36,0.21,184594.35,0.23
2208,14174,Porter,NY,Buffalo,Niagara,10173,186700.0,191806.11,0.03,195569.09,0.05,199375.95,0.07,203181.89,0.09,206987.82,0.11,210793.75,0.13,214599.68,0.15,218405.61,0.17,222211.54,0.19,226017.48,0.21
2209,14206,Buffalo,NY,Buffalo,Erie,5363,78900.0,77596.96,-0.02,78881.68,-0.0,79532.21,0.01,80328.25,0.02,81091.17,0.03,81861.57,0.04,82630.29,0.05,83399.39,0.06,84168.4,0.07,84937.43,0.08
2210,14214,Buffalo,NY,Buffalo,Erie,6114,161400.0,166639.18,0.03,170888.14,0.06,174980.5,0.08,179051.73,0.11,183120.14,0.13,187188.18,0.16,191256.16,0.18,195324.14,0.21,199392.12,0.24,203460.1,0.26
2211,14216,Buffalo,NY,Buffalo,Erie,4649,201500.0,207299.84,0.03,212577.05,0.05,217787.47,0.08,222989.35,0.11,228190.13,0.13,233390.77,0.16,238591.39,0.18,243792.01,0.21,248992.62,0.24,254193.24,0.26
2212,14217,Tonawanda,NY,Buffalo,Erie,4216,142600.0,146988.5,0.03,149909.21,0.05,152733.98,0.07,155555.72,0.09,158377.42,0.11,161199.12,0.13,164020.83,0.15,166842.53,0.17,169664.24,0.19,172485.94,0.21
2213,14218,Lackawanna,NY,Buffalo,Erie,5585,117200.0,118530.51,0.01,120287.37,0.03,122070.24,0.04,123854.63,0.06,125639.11,0.07,127423.59,0.09,129208.07,0.1,130992.56,0.12,132777.04,0.13,134561.53,0.15
2214,14219,Hamburg,NY,Buffalo,Erie,7604,132200.0,134974.98,0.02,137347.03,0.04,139715.57,0.06,142084.25,0.07,144452.92,0.09,146821.59,0.11,149190.26,0.13,151558.93,0.15,153927.61,0.16,156296.28,0.18
2215,14220,Buffalo,NY,Buffalo,Erie,4602,124300.0,130156.38,0.05,132414.91,0.07,134945.7,0.09,137497.88,0.11,140045.25,0.13,142592.75,0.15,145140.3,0.17,147687.84,0.19,150235.39,0.21,152782.93,0.23
2216,14221,Amherst,NY,Buffalo,Erie,331,239400.0,241480.09,0.01,245815.88,0.03,250509.17,0.05,255239.55,0.07,259973.88,0.09,264708.62,0.11,269443.41,0.13,274178.21,0.15,278913.0,0.17,283647.8,0.18
2217,14223,Tonawanda,NY,Buffalo,Erie,4416,144100.0,145247.98,0.01,147551.52,0.02,150148.05,0.04,152649.69,0.06,155156.08,0.08,157665.45,0.09,160174.11,0.11,162682.77,0.13,165191.46,0.15,167700.15,0.16
2218,14224,West Seneca,NY,Buffalo,Erie,1095,160500.0,164467.11,0.02,167559.89,0.04,170504.25,0.06,173423.46,0.08,176338.41,0.1,179252.64,0.12,182166.75,0.13,185080.83,0.15,187994.92,0.17,190909.0,0.19
2219,14225,Cheektowaga,NY,Buffalo,Erie,1875,115800.0,118327.94,0.02,119732.26,0.03,121412.67,0.05,123089.32,0.06,124760.1,0.08,126431.57,0.09,128103.11,0.11,129774.62,0.12,131446.14,0.14,133117.65,0.15
2220,14226,Amherst,NY,Buffalo,Erie,2674,171200.0,170781.89,-0.0,173614.6,0.01,176798.99,0.03,180026.03,0.05,183258.25,0.07,186491.09,0.09,189724.01,0.11,192956.93,0.13,196189.86,0.15,199422.79,0.16
2221,14227,Cheektowaga,NY,Buffalo,Erie,4009,140500.0,140843.23,0.0,142720.15,0.02,144944.26,0.03,147252.48,0.05,149581.06,0.06,151914.58,0.08,154249.29,0.1,156584.28,0.11,158919.35,0.13,161254.44,0.15
2222,14228,Amherst,NY,Buffalo,Erie,4666,200700.0,205750.83,0.03,209754.61,0.05,213527.11,0.06,217249.37,0.08,220960.71,0.1,224669.68,0.12,228378.13,0.14,232086.47,0.16,235794.79,0.17,239503.1,0.19
2223,14301,Niagara Falls,NY,Buffalo,Niagara,7250,45500.0,49588.26,0.09,50105.32,0.1,50672.74,0.11,51240.24,0.13,51807.72,0.14,52375.19,0.15,52942.66,0.16,53510.14,0.18,54077.61,0.19,54645.08,0.2
2224,14304,Niagara Falls,NY,Buffalo,Niagara,2620,105800.0,110186.45,0.04,112333.37,0.06,114260.27,0.08,116164.18,0.1,118065.63,0.12,119966.82,0.13,121867.98,0.15,123769.14,0.17,125670.3,0.19,127571.46,0.21
2225,14305,Niagara Falls,NY,Buffalo,Niagara,6182,65500.0,65801.1,0.0,66590.62,0.02,67338.47,0.03,68088.61,0.04,68838.66,0.05,69588.72,0.06,70338.78,0.07,71088.84,0.09,71838.89,0.1,72588.95,0.11
2226,14411,Albion,NY,Rochester,Orleans,7797,95100.0,93207.43,-0.02,95813.63,0.01,97036.93,0.02,98671.54,0.04,100184.51,0.05,101733.26,0.07,103271.54,0.09,104812.87,0.1,106353.32,0.12,107894.02,0.13
2227,14414,Avon,NY,Rochester,Livingston,9640,152300.0,155999.29,0.02,159057.91,0.04,162113.83,0.06,165169.9,0.08,168225.96,0.1,171282.02,0.12,174338.09,0.14,177394.15,0.16,180450.21,0.18,183506.27,0.2
2228,14418,Jerusalem,NY,Rochester,Yates,14440,157600.0,159204.62,0.01,162526.98,0.03,166257.96,0.05,170091.2,0.08,173950.38,0.1,177816.11,0.13,181683.49,0.15,185551.3,0.18,189419.21,0.2,193287.15,0.23
2229,14420,Sweden,NY,Rochester,Monroe,6018,137900.0,136867.44,-0.01,138431.85,0.0,140198.85,0.02,141980.64,0.03,143763.52,0.04,145546.47,0.06,147329.43,0.07,149112.39,0.08,150895.35,0.09,152678.32,0.11
2230,14423,Caledonia,NY,Rochester,Livingston,11151,134200.0,137053.35,0.02,139537.52,0.04,142020.83,0.06,144504.4,0.08,146987.96,0.1,149471.52,0.11,151955.07,0.13,154438.63,0.15,156922.19,0.17,159405.74,0.19
2231,14424,Canandaigua,NY,Rochester,Ontario,2700,185100.0,190773.69,0.03,195016.79,0.05,199258.67,0.08,203500.55,0.1,207742.43,0.12,211984.31,0.15,216226.19,0.17,220468.07,0.19,224709.95,0.21,228951.83,0.24
2232,14425,Farmington,NY,Rochester,Ontario,7756,159900.0,163181.22,0.02,166047.63,0.04,168908.41,0.06,171769.16,0.07,174629.91,0.09,177490.67,0.11,180351.42,0.13,183212.17,0.15,186072.92,0.16,188933.67,0.18
2233,14428,Riga,NY,Rochester,Monroe,9038,165600.0,168689.74,0.02,171574.93,0.04,174476.23,0.05,177376.86,0.07,180277.5,0.09,183178.15,0.11,186078.79,0.12,188979.43,0.14,191880.08,0.16,194780.72,0.18
2234,14432,Clifton Springs,NY,Rochester,Ontario,10394,134800.0,135246.9,0.0,138186.49,0.03,141114.49,0.05,144042.53,0.07,146970.56,0.09,149898.6,0.11,152826.64,0.13,155754.68,0.16,158682.72,0.18,161610.75,0.2
