,Zip,City,State,Metro,CountyName,SizeRank,2018-04-01,1_Year,1_Gain,2_Year,2_Gain,3_Year,3_Gain,4_Year,4_Gain,5_Year,5_Gain,6_Year,6_Gain,7_Year,7_Gain,8_Year,8_Gain,9_Year,9_Gain,10_Year,10_Gain
10,1028,East Longmeadow,MA,Springfield,Hampden,6542,252400.0,261746.71,0.04,267854.02,0.06,273409.75,0.08,278871.57,0.1,284317.4,0.13,289760.51,0.15,295203.15,0.17,300645.71,0.19,306088.26,0.21,311530.81,0.23
11,1030,Agawam,MA,Springfield,Hampden,7802,239300.0,247598.14,0.03,253380.12,0.06,258793.56,0.08,264153.01,0.1,269504.55,0.13,274854.94,0.15,280205.15,0.17,285555.34,0.19,290905.53,0.22,296255.72,0.24
12,1033,Granby,MA,Springfield,Hampshire,10028,247900.0,249450.13,0.01,254702.82,0.03,260184.42,0.05,265680.17,0.07,271176.79,0.09,276673.46,0.12,282170.14,0.14,287666.82,0.16,293163.5,0.18,298660.18,0.2
13,1034,Tolland,MA,Springfield,Hampden,13563,261700.0,268631.85,0.03,274693.83,0.05,280697.11,0.07,286696.44,0.1,292695.5,0.12,298694.54,0.14,304693.58,0.16,310692.62,0.19,316691.66,0.21,322690.69,0.23
14,1035,Hadley,MA,Springfield,Hampshire,10440,329200.0,339361.16,0.03,347632.01,0.06,355793.63,0.08,363948.95,0.11,372103.9,0.13,380258.84,0.16,388413.77,0.18,396568.7,0.2,404723.63,0.23,412878.56,0.25
15,1036,Hampden,MA,Springfield,Hampden,10956,263700.0,263529.68,-0.0,268403.23,0.02,273717.28,0.04,279069.8,0.06,284425.68,0.08,289781.86,0.1,295138.06,0.12,300494.26,0.14,305850.47,0.16,311206.67,0.18
16,1038,Hatfield,MA,Springfield,Hampshire,12854,308800.0,306729.39,-0.01,313966.14,0.02,321684.42,0.04,329427.62,0.07,337172.1,0.09,344916.64,0.12,352661.19,0.14,360405.74,0.17,368150.3,0.19,375894.85,0.22
17,1040,Holyoke,MA,Springfield,Hampden,1789,191400.0,195864.23,0.02,200037.13,0.05,204158.09,0.07,208269.79,0.09,212379.84,0.11,216489.6,0.13,220599.3,0.15,224708.99,0.17,228818.68,0.2,232928.37,0.22
18,1050,Huntington,MA,Springfield,Hampshire,12876,204100.0,209949.15,0.03,214310.72,0.05,218650.73,0.07,222990.44,0.09,227330.13,0.11,231669.83,0.14,236009.53,0.16,240349.22,0.18,244688.92,0.2,249028.62,0.22
19,1053,Northampton,MA,Springfield,Hampshire,13643,316100.0,330687.7,0.05,339050.16,0.07,347188.15,0.1,355318.05,0.12,363447.66,0.15,371577.26,0.18,379706.85,0.2,387836.45,0.23,395966.05,0.25,404095.65,0.28
20,1056,Ludlow,MA,Springfield,Hampden,5199,217300.0,221737.05,0.02,226287.29,0.04,230847.62,0.06,235408.85,0.08,239970.16,0.1,244531.48,0.13,249092.8,0.15,253654.11,0.17,258215.43,0.19,262776.75,0.21
21,1060,Northampton,MA,Springfield,Hampshire,6144,359800.0,363553.68,0.01,371930.07,0.03,380996.16,0.06,390165.14,0.08,399349.48,0.11,408536.11,0.14,417723.08,0.16,426910.1,0.19,436097.13,0.21,445284.16,0.24
22,1062,Northampton,MA,Springfield,Hampshire,7837,279500.0,270651.69,-0.03,274721.18,-0.02,280365.29,0.0,286201.33,0.02,292060.78,0.04,297923.07,0.07,303785.72,0.09,309648.4,0.11,315511.09,0.13,321373.79,0.15
23,1068,Oakham,MA,Worcester,Worcester,13988,270200.0,277838.72,0.03,284686.96,0.05,291424.75,0.08,298147.1,0.1,304867.29,0.13,311587.18,0.15,318307.03,0.18,325026.87,0.2,331746.71,0.23,338466.55,0.25
24,1071,Russell,MA,Springfield,Hampden,14375,216000.0,218039.87,0.01,221987.56,0.03,226116.91,0.05,230263.55,0.07,234411.84,0.09,238560.29,0.1,242708.75,0.12,246857.22,0.14,251005.68,0.16,255154.15,0.18
25,1072,Shutesbury,MA,Greenfield Town,Franklin,14362,237400.0,238658.46,0.01,243950.12,0.03,249341.96,0.05,254736.3,0.07,260130.7,0.1,265525.1,0.12,270919.5,0.14,276313.89,0.16,281708.29,0.19,287102.69,0.21
26,1073,Southampton,MA,Springfield,Hampshire,10006,291700.0,288839.27,-0.01,294046.29,0.01,300111.54,0.03,306268.1,0.05,312434.36,0.07,318601.67,0.09,324769.08,0.11,330936.5,0.13,337103.92,0.16,343271.35,0.18
27,1075,South Hadley,MA,Springfield,Hampshire,6224,236600.0,241113.04,0.02,246202.68,0.04,251336.01,0.06,256472.64,0.08,261609.53,0.11,266746.43,0.13,271883.34,0.15,277020.25,0.17,282157.16,0.19,287294.07,0.21
28,1077,Southwick,MA,Springfield,Hampden,8480,250500.0,262730.9,0.05,269716.51,0.08,275867.26,0.1,281885.13,0.13,287881.85,0.15,293875.21,0.17,299868.03,0.2,305860.77,0.22,311853.49,0.24,317846.21,0.27
29,1081,Wales,MA,Springfield,Hampden,13892,202600.0,205504.02,0.01,209763.6,0.04,214140.24,0.06,218526.98,0.08,222914.6,0.1,227302.29,0.12,231689.99,0.14,236077.69,0.17,240465.38,0.19,244853.08,0.21
30,1082,Ware,MA,Springfield,Hampshire,7949,183800.0,188055.24,0.02,191622.97,0.04,195052.86,0.06,198455.12,0.08,201851.83,0.1,205247.43,0.12,208642.8,0.14,212038.14,0.15,215433.46,0.17,218828.78,0.19
31,1083,Warren,MA,Worcester,Worcester,12656,197400.0,198513.95,0.01,202257.47,0.02,206366.17,0.05,210525.58,0.07,214692.03,0.09,218859.46,0.11,223027.03,0.13,227194.61,0.15,231362.2,0.17,235529.79,0.19
32,1085,Westfield,MA,Springfield,Hampden,1572,251200.0,256377.25,0.02,261757.59,0.04,267169.09,0.06,272585.36,0.09,278002.37,0.11,283419.49,0.13,288836.63,0.15,294253.76,0.17,299670.9,0.19,305088.04,0.21
33,1089,West Springfield,MA,Springfield,Hampden,3177,218000.0,226054.23,0.04,231236.61,0.06,236147.94,0.08,241033.68,0.11,245917.02,0.13,250800.12,0.15,255683.2,0.17,260566.29,0.2,265449.37,0.22,270332.45,0.24
34,1092,Warren,MA,Worcester,Worcester,14513,191400.0,197605.44,0.03,201978.57,0.06,206167.67,0.08,210338.28,0.1,214507.03,0.12,218675.6,0.14,222844.15,0.16,227012.7,0.19,231181.25,0.21,235349.79,0.23
35,1095,Wilbraham,MA,Springfield,Hampden,7132,283900.0,299220.32,0.05,306871.68,0.08,313251.19,0.1,319419.76,0.13,325553.36,0.15,331681.16,0.17,337807.99,0.19,343934.67,0.21,350061.31,0.23,356187.96,0.25
36,1096,Williamsburg,MA,Springfield,Hampshire,12805,248100.0,259282.2,0.05,265818.06,0.07,272000.6,0.1,278156.26,0.12,284309.88,0.15,290463.34,0.17,296616.79,0.2,302770.24,0.22,308923.69,0.25,315077.14,0.27
37,1098,Worthington,MA,Springfield,Hampshire,14455,244600.0,251041.24,0.03,256604.57,0.05,262156.25,0.07,267707.77,0.09,273259.29,0.12,278810.81,0.14,284362.33,0.16,289913.85,0.19,295465.37,0.21,301016.88,0.23
38,1104,Springfield,MA,Springfield,Hampden,4929,136800.0,138465.44,0.01,141068.15,0.03,143881.34,0.05,146741.79,0.07,149612.86,0.09,152486.31,0.11,155360.3,0.14,158234.41,0.16,161108.55,0.18,163982.69,0.2
39,1106,Longmeadow,MA,Springfield,Hampden,6938,342200.0,349968.99,0.02,357273.49,0.04,364524.79,0.07,371769.99,0.09,379014.49,0.11,386258.91,0.13,393503.32,0.15,400747.74,0.17,407992.15,0.19,415236.56,0.21
40,1107,Springfield,MA,Springfield,Hampden,8329,141600.0,144731.49,0.02,147722.32,0.04,150705.05,0.06,153687.32,0.09,156669.56,0.11,159651.8,0.13,162634.04,0.15,165616.28,0.17,168598.51,0.19,171580.75,0.21
41,1108,Springfield,MA,Springfield,Hampden,4464,157400.0,162694.84,0.03,166505.08,0.06,170234.19,0.08,173958.87,0.11,177683.31,0.13,181407.74,0.15,185132.16,0.18,188856.59,0.2,192581.01,0.22,196305.44,0.25
42,1109,Springfield,MA,Springfield,Hampden,4304,127600.0,127971.94,0.0,130492.48,0.02,133303.9,0.04,136154.7,0.07,139010.84,0.09,141867.7,0.11,144724.65,0.13,147581.62,0.16,150438.59,0.18,153295.56,0.2
43,1118,Springfield,MA,Springfield,Hampden,7034,170500.0,174967.19,0.03,178884.02,0.05,182732.52,0.07,186572.54,0.09,190411.5,0.12,194250.34,0.14,198089.15,0.16,201927.97,0.18,205766.79,0.21,209605.6,0.23
44,1119,Springfield,MA,Springfield,Hampden,7618,159100.0,165453.25,0.04,169453.35,0.07,173285.3,0.09,177105.23,0.11,180924.3,0.14,184743.31,0.16,188562.32,0.19,192381.32,0.21,196200.33,0.23,200019.34,0.26
45,1128,Springfield,MA,Springfield,Hampden,13001,185900.0,192332.64,0.03,196784.96,0.06,201137.74,0.08,205485.52,0.11,209833.04,0.13,214180.55,0.15,218528.06,0.18,222875.57,0.2,227223.08,0.22,231570.59,0.25
46,1129,Springfield,MA,Springfield,Hampden,9534,175400.0,179837.34,0.03,183805.14,0.05,187706.99,0.07,191599.56,0.09,195490.84,0.11,199381.93,0.14,203273.0,0.16,207164.06,0.18,211055.12,0.2,214946.18,0.23
47,1151,Springfield,MA,Springfield,Hampden,8793,133600.0,135253.73,0.01,138019.06,0.03,140884.36,0.05,143758.65,0.08,146633.75,0.1,149508.92,0.12,152384.1,0.14,155259.28,0.16,158134.46,0.18,161009.64,0.21
48,1201,Pittsfield,MA,Pittsfield,Berkshire,523,157200.0,159181.01,0.01,161809.83,0.03,164566.13,0.05,167347.52,0.06,170133.85,0.08,172921.14,0.1,175708.63,0.12,178496.16,0.14,181283.69,0.15,184071.23,0.17
49,1220,Adams,MA,Pittsfield,Berkshire,8528,132600.0,139716.4,0.05,142406.81,0.07,144580.29,0.09,146693.38,0.11,148799.43,0.12,150904.65,0.14,153009.78,0.15,155114.89,0.17,157220.0,0.19,159325.12,0.2
50,1223,Becket,MA,Pittsfield,Berkshire,12348,208600.0,208963.51,0.0,213367.28,0.02,218046.98,0.05,222745.52,0.07,227445.35,0.09,232145.27,0.11,236845.2,0.14,241545.12,0.16,246245.04,0.18,250944.97,0.2
51,1225,Cheshire,MA,Pittsfield,Berkshire,12024,192100.0,202488.79,0.05,206744.21,0.08,210416.16,0.1,214032.6,0.11,217643.77,0.13,221254.43,0.15,224865.04,0.17,228475.65,0.19,232086.26,0.21,235696.87,0.23
52,1226,Dalton,MA,Pittsfield,Berkshire,9809,179100.0,180443.71,0.01,183408.42,0.02,186560.98,0.04,189735.31,0.06,192912.15,0.08,196089.3,0.09,199266.47,0.11,202443.65,0.13,205620.83,0.15,208798.01,0.17
53,1230,Great Barrington,MA,Pittsfield,Berkshire,8583,338700.0,366704.64,0.08,378358.85,0.12,388642.76,0.15,398811.82,0.18,408971.26,0.21,419129.89,0.24,429288.45,0.27,439447.01,0.3,449605.56,0.33,459764.12,0.36
54,1235,Hinsdale,MA,Pittsfield,Berkshire,12160,192300.0,203360.5,0.06,207942.21,0.08,212361.08,0.1,216775.85,0.13,221190.52,0.15,225605.19,0.17,230019.86,0.2,234434.52,0.22,238849.19,0.24,243263.86,0.27
55,1238,Lee,MA,Pittsfield,Berkshire,9576,234500.0,235410.67,0.0,240199.89,0.02,245221.34,0.05,250256.7,0.07,255292.89,0.09,260329.13,0.11,265365.38,0.13,270401.62,0.15,275437.86,0.17,280474.11,0.2
56,1240,Lenox,MA,Pittsfield,Berkshire,9461,328300.0,332795.49,0.01,339753.14,0.03,346932.82,0.06,354132.52,0.08,361334.02,0.1,368535.69,0.12,375737.38,0.14,382939.06,0.17,390140.75,0.19,397342.44,0.21
57,1245,Monterey,MA,Pittsfield,Berkshire,14541,438900.0,458138.79,0.04,470622.46,0.07,482996.98,0.1,495369.73,0.13,507742.46,0.16,520115.19,0.19,532487.92,0.21,544860.64,0.24,557233.37,0.27,569606.1,0.3
58,1247,North Adams,MA,Pittsfield,Berkshire,6162,131800.0,136720.22,0.04,139371.87,0.06,141716.06,0.08,144018.57,0.09,146315.44,0.11,148611.55,0.13,150907.55,0.14,153203.53,0.16,155499.52,0.18,157795.5,0.2
59,1254,Richmond,MA,Pittsfield,Berkshire,14407,364600.0,376317.45,0.03,385414.36,0.06,394327.51,0.08,403227.79,0.11,412127.15,0.13,421026.46,0.15,429925.76,0.18,438825.05,0.2,447724.35,0.23,456623.65,0.25
60,1255,Sandisfield,MA,Pittsfield,Berkshire,14687,250100.0,256999.59,0.03,262742.34,0.05,268443.87,0.07,274143.92,0.1,279843.92,0.12,285543.92,0.14,291243.92,0.16,296943.92,0.19,302643.92,0.21,308343.92,0.23
61,1266,West Stockbridge,MA,Pittsfield,Berkshire,13814,394600.0,401312.34,0.02,411338.7,0.04,421438.53,0.07,431539.98,0.09,441641.47,0.12,451742.97,0.14,461844.46,0.17,471945.95,0.2,482047.45,0.22,492148.94,0.25
62,1267,Williamstown,MA,Pittsfield,Berkshire,9422,283300.0,295728.89,0.04,303081.86,0.07,310342.94,0.1,317602.35,0.12,324861.73,0.15,332121.11,0.17,339380.5,0.2,346639.88,0.22,353899.26,0.25,361158.64,0.27
63,1270,Windsor,MA,Pittsfield,Berkshire,14702,196000.0,214895.34,0.1,219612.94,0.12,224030.78,0.14,228442.28,0.17,232853.64,0.19,237265.0,0.21,241676.37,0.23,246087.73,0.26,250499.09,0.28,254910.45,0.3
64,1301,Greenfield,MA,Greenfield Town,Franklin,5551,184800.0,183981.84,-0.0,187384.9,0.01,190900.02,0.03,194418.11,0.05,197936.28,0.07,201454.45,0.09,204972.62,0.11,208490.8,0.13,212008.97,0.15,215527.14,0.17
65,1331,Athol,MA,Worcester,Worcester,7150,159300.0,164497.42,0.03,168521.85,0.06,172351.22,0.08,176148.15,0.11,179939.7,0.13,183730.34,0.15,187520.83,0.18,191311.3,0.2,195101.77,0.22,198892.23,0.25
66,1338,Ashfield,MA,Greenfield Town,Franklin,14719,209300.0,212023.54,0.01,217023.78,0.04,222054.69,0.06,227086.01,0.08,232117.33,0.11,237148.66,0.13,242179.98,0.16,247211.31,0.18,252242.63,0.21,257273.96,0.23
67,1339,Charlemont,MA,Greenfield Town,Franklin,14143,185700.0,187210.76,0.01,192309.39,0.04,197485.07,0.06,202662.41,0.09,207839.78,0.12,213017.16,0.15,218194.53,0.17,223371.91,0.2,228549.28,0.23,233726.66,0.26
68,1340,Colrain,MA,Greenfield Town,Franklin,13941,177500.0,175930.21,-0.01,179762.42,0.01,183697.13,0.03,187633.79,0.06,191570.48,0.08,195507.18,0.1,199443.88,0.12,203380.57,0.15,207317.27,0.17,211253.97,0.19
69,1341,Conway,MA,Greenfield Town,Franklin,14204,273200.0,273794.03,0.0,280198.67,0.03,286802.73,0.05,293413.63,0.07,300024.76,0.1,306635.91,0.12,313247.05,0.15,319858.2,0.17,326469.34,0.19,333080.49,0.22
70,1344,Erving,MA,Greenfield Town,Franklin,14177,178300.0,176615.42,-0.01,180328.32,0.01,184310.45,0.03,188306.0,0.06,192302.23,0.08,196298.49,0.1,200294.75,0.12,204291.02,0.15,208287.28,0.17,212283.54,0.19
71,1351,Montague,MA,Greenfield Town,Franklin,13077,230500.0,230719.46,0.0,236072.49,0.02,241583.39,0.05,247099.15,0.07,252615.05,0.1,258130.96,0.12,263646.87,0.14,269162.78,0.17,274678.69,0.19,280194.6,0.22
72,1354,Gill,MA,Greenfield Town,Franklin,14448,211300.0,211987.76,0.0,216597.47,0.03,221332.81,0.05,226072.17,0.07,230811.66,0.09,235551.15,0.11,240290.65,0.14,245030.14,0.16,249769.64,0.18,254509.13,0.2
73,1364,Orange,MA,Greenfield Town,Franklin,9106,143400.0,144365.13,0.01,147003.61,0.03,149707.83,0.04,152414.64,0.06,155121.55,0.08,157828.46,0.1,160535.38,0.12,163242.29,0.14,165949.21,0.16,168656.12,0.18
74,1366,Petersham,MA,Worcester,Worcester,14584,254200.0,263163.95,0.04,269788.34,0.06,276260.47,0.09,282722.69,0.11,289184.27,0.14,295645.8,0.16,302107.34,0.19,308568.87,0.21,315030.4,0.24,321491.93,0.26
75,1368,Royalston,MA,Worcester,Worcester,14626,206300.0,215117.72,0.04,220833.84,0.07,226320.92,0.1,231791.1,0.12,237260.02,0.15,242728.85,0.18,248197.67,0.2,253666.5,0.23,259135.32,0.26,264604.14,0.28
76,1370,Shelburne,MA,Greenfield Town,Franklin,11180,239200.0,242793.16,0.02,248868.08,0.04,254996.47,0.07,261126.02,0.09,267255.58,0.12,273385.15,0.14,279514.72,0.17,285644.29,0.19,291773.85,0.22,297903.42,0.25
77,1373,South Deerfield,MA,Greenfield Town,Franklin,10897,271600.0,273088.9,0.01,279124.02,0.03,285306.6,0.05,291493.96,0.07,297681.48,0.1,303869.0,0.12,310056.53,0.14,316244.05,0.16,322431.58,0.19,328619.1,0.21
78,1375,Sunderland,MA,Greenfield Town,Franklin,11437,289600.0,286743.89,-0.01,293154.55,0.01,299995.91,0.04,306857.29,0.06,313719.6,0.08,320581.95,0.11,327444.31,0.13,334306.67,0.15,341169.02,0.18,348031.38,0.2
79,1376,Turners Falls,MA,Greenfield Town,Franklin,10054,179600.0,178532.0,-0.01,181914.2,0.01,185399.11,0.03,188886.38,0.05,192373.71,0.07,195861.04,0.09,199348.37,0.11,202835.7,0.13,206323.04,0.15,209810.37,0.17
80,1420,Fitchburg,MA,Worcester,Worcester,1549,196100.0,198215.42,0.01,202091.52,0.03,206618.81,0.05,211386.96,0.08,216244.18,0.1,221134.36,0.13,226036.72,0.15,230943.58,0.18,235852.12,0.2,240761.27,0.23
81,1430,Ashburnham,MA,Worcester,Worcester,10264,235900.0,246303.78,0.04,253170.29,0.07,259455.41,0.1,265644.98,0.13,271818.84,0.15,277990.13,0.18,284160.98,0.2,290331.77,0.23,296502.55,0.26,302673.32,0.28
82,1431,Ashby,MA,Boston,Middlesex,12743,266300.0,259098.61,-0.03,264359.5,-0.01,270633.54,0.02,276989.94,0.04,283353.04,0.06,289716.68,0.09,296080.36,0.11,302444.05,0.14,308807.74,0.16,315171.43,0.18
83,1432,Ayer,MA,Boston,Middlesex,8932,340000.0,355761.88,0.05,366540.54,0.08,376553.95,0.11,386449.85,0.14,396327.7,0.17,406202.78,0.19,416077.44,0.22,425952.03,0.25,435826.61,0.28,445701.19,0.31
84,1440,Gardner,MA,Worcester,Worcester,5178,188300.0,192442.14,0.02,196842.49,0.05,201316.38,0.07,205811.2,0.09,210311.98,0.12,214814.46,0.14,219317.43,0.16,223820.53,0.19,228323.68,0.21,232826.83,0.24
85,1450,Groton,MA,Boston,Middlesex,8553,469300.0,471864.94,0.01,481859.51,0.03,492620.98,0.05,503461.62,0.07,514310.42,0.1,525160.07,0.12,536009.8,0.14,546859.54,0.17,557709.29,0.19,568559.03,0.21
86,1452,Hubbardston,MA,Worcester,Worcester,11543,274600.0,277998.21,0.01,284933.93,0.04,292056.53,0.06,299189.01,0.09,306322.01,0.12,313455.04,0.14,320588.06,0.17,327721.09,0.19,334854.12,0.22,341987.15,0.25
87,1453,Leominster,MA,Worcester,Worcester,1124,265200.0,272515.99,0.03,279615.56,0.05,286651.32,0.08,293668.27,0.11,300679.68,0.13,307689.45,0.16,314698.75,0.19,321707.9,0.21,328717.01,0.24,335726.1,0.27
88,1460,Littleton,MA,Boston,Middlesex,8663,465900.0,468726.14,0.01,479357.47,0.03,490945.46,0.05,502650.7,0.08,514370.32,0.1,526091.7,0.13,537813.29,0.15,549534.91,0.18,561256.53,0.2,572978.15,0.23
89,1462,Lunenburg,MA,Worcester,Worcester,8104,307700.0,318076.35,0.03,327115.66,0.06,335811.6,0.09,344419.34,0.12,353004.44,0.15,361583.73,0.18,370161.52,0.2,378738.92,0.23,387316.23,0.26,395893.51,0.29
90,1463,Pepperell,MA,Boston,Middlesex,7976,347100.0,346962.96,-0.0,353840.51,0.02,361946.36,0.04,370267.29,0.07,378625.89,0.09,386991.08,0.11,395357.43,0.14,403723.98,0.16,412090.56,0.19,420457.16,0.21
91,1464,Shirley,MA,Boston,Middlesex,10055,339500.0,351052.42,0.03,360636.64,0.06,369758.95,0.09,378772.85,0.12,387761.31,0.14,396743.8,0.17,405724.89,0.2,414705.66,0.22,423686.34,0.25,432667.01,0.27
92,1468,Templeton,MA,Worcester,Worcester,11579,210100.0,215348.5,0.02,220551.54,0.05,225745.66,0.07,230938.04,0.1,236130.08,0.12,241322.05,0.15,246514.01,0.17,251705.96,0.2,256897.91,0.22,262089.87,0.25
93,1469,Townsend,MA,Boston,Middlesex,9714,287000.0,284808.81,-0.01,290038.51,0.01,296408.61,0.03,302953.95,0.06,309526.22,0.08,316102.64,0.1,322679.69,0.12,329256.84,0.15,335834.0,0.17,342411.16,0.19
94,1473,Westminster,MA,Worcester,Worcester,9417,278500.0,283879.39,0.02,291027.82,0.04,298397.05,0.07,305793.84,0.1,313194.07,0.12,320594.73,0.15,327995.45,0.18,335396.17,0.2,342796.89,0.23,350197.61,0.26
95,1474,Townsend,MA,Boston,Middlesex,13974,295200.0,295078.11,-0.0,301157.02,0.02,308140.42,0.04,315255.76,0.07,322390.34,0.09,329527.73,0.12,336665.53,0.14,343803.39,0.16,350941.26,0.19,358079.13,0.21
96,1475,Winchendon,MA,Worcester,Worcester,8592,203700.0,208648.09,0.02,213628.84,0.05,218615.8,0.07,223603.94,0.1,228592.31,0.12,233580.72,0.15,238569.14,0.17,243557.57,0.2,248545.99,0.22,253534.41,0.24
97,1501,Auburn,MA,Worcester,Worcester,6397,264700.0,273761.15,0.03,281147.6,0.06,288298.81,0.09,295416.97,0.12,302530.5,0.14,309643.38,0.17,316756.16,0.2,323868.93,0.22,330981.7,0.25,338094.47,0.28
98,1503,Berlin,MA,Worcester,Worcester,12427,431300.0,443254.11,0.03,454713.77,0.05,466143.03,0.08,477570.43,0.11,488997.71,0.13,500424.98,0.16,511852.26,0.19,523279.53,0.21,534706.8,0.24,546134.07,0.27
99,1504,Blackstone,MA,Worcester,Worcester,8906,292100.0,291151.69,-0.0,297141.83,0.02,304173.43,0.04,311361.35,0.07,318572.73,0.09,325787.63,0.12,333003.06,0.14,340218.57,0.16,347434.1,0.19,354649.62,0.21
100,1505,Boylston,MA,Worcester,Worcester,11143,391300.0,392701.17,0.0,401656.61,0.03,411432.48,0.05,421297.45,0.08,431172.1,0.1,441047.8,0.13,450923.61,0.15,460799.44,0.18,470675.27,0.2,480551.1,0.23
101,1506,Brookfield,MA,Worcester,Worcester,11931,233200.0,243429.96,0.04,249528.78,0.07,255475.55,0.1,261416.74,0.12,267357.71,0.15,273298.68,0.17,279239.65,0.2,285180.62,0.22,291121.58,0.25,297062.55,0.27
102,1507,Charlton,MA,Worcester,Worcester,7839,304300.0,317352.63,0.04,326316.68,0.07,334722.12,0.1,343051.25,0.13,351369.95,0.15,359687.23,0.18,368004.31,0.21,376321.37,0.24,384638.42,0.26,392955.47,0.29
103,1510,Clinton,MA,Worcester,Worcester,6628,271000.0,286823.14,0.06,296208.51,0.09,304131.74,0.12,311722.89,0.15,319238.61,0.18,326737.2,0.21,334231.9,0.23,341725.72,0.26,349219.33,0.29,356712.9,0.32
104,1515,East Brookfield,MA,Worcester,Worcester,13461,237000.0,252130.23,0.06,258977.99,0.09,265340.9,0.12,271675.43,0.15,278008.3,0.17,284341.06,0.2,290673.83,0.23,297006.59,0.25,303339.35,0.28,309672.12,0.31
105,1516,Douglas,MA,Worcester,Worcester,9292,326200.0,335652.15,0.03,344934.78,0.06,354199.3,0.09,363461.88,0.11,372724.25,0.14,381986.61,0.17,391248.96,0.2,400511.31,0.23,409773.66,0.26,419036.01,0.28
106,1518,Fiskdale,MA,Worcester,Worcester,12118,307100.0,314237.31,0.02,322281.94,0.05,330387.33,0.08,338496.79,0.1,346606.52,0.13,354716.26,0.16,362826.01,0.18,370935.76,0.21,379045.51,0.23,387155.25,0.26
107,1519,Grafton,MA,Worcester,Worcester,9867,437500.0,441814.38,0.01,452593.92,0.03,464024.78,0.06,475521.26,0.09,487024.35,0.11,498528.11,0.14,510031.93,0.17,521535.76,0.19,533039.59,0.22,544543.42,0.24
108,1520,Holden,MA,Worcester,Worcester,7004,314300.0,318775.87,0.01,326388.48,0.04,334387.87,0.06,342434.96,0.09,350487.93,0.12,358541.62,0.14,366595.4,0.17,374649.2,0.19,382702.99,0.22,390756.79,0.24
109,1521,Holland,MA,Springfield,Hampden,12910,214100.0,209567.0,-0.02,212502.49,-0.01,216738.87,0.01,221201.84,0.03,225704.28,0.05,230213.6,0.08,234724.12,0.1,239234.84,0.12,243745.6,0.14,248256.37,0.16
110,1522,Holden,MA,Worcester,Worcester,12199,330200.0,340954.85,0.03,349761.87,0.06,358301.56,0.09,366804.56,0.11,375302.52,0.14,383799.79,0.16,392296.97,0.19,400794.14,0.21,409291.3,0.24,417788.46,0.27
111,1523,Lancaster,MA,Worcester,Worcester,10314,341500.0,352843.06,0.03,362167.76,0.06,371325.51,0.09,380469.44,0.11,389612.24,0.14,398754.94,0.17,407897.63,0.19,417040.32,0.22,426183.01,0.25,435325.7,0.27
