,Zip,City,State,Metro,CountyName,SizeRank,2018-04-01,1_Year,1_Gain,2_Year,2_Gain,3_Year,3_Gain,4_Year,4_Gain,5_Year,5_Gain,6_Year,6_Gain,7_Year,7_Gain,8_Year,8_Gain,9_Year,9_Gain,10_Year,10_Gain
58,1240,Lenox,MA,Pittsfield,Berkshire,9461,328300.0,334762.24,0.02,341978.31,0.04,349239.97,0.06,356505.94,0.09,363772.31,0.11,371038.73,0.13,378305.14,0.15,385571.56,0.17,392837.98,0.2,400104.4,0.22
59,1245,Monterey,MA,Pittsfield,Berkshire,14541,438900.0,,,,,,,,,,,,,,,,,,,,
60,1247,North Adams,MA,Pittsfield,Berkshire,6162,131800.0,136436.38,0.04,139104.85,0.06,141454.66,0.07,143754.83,0.09,146047.28,0.11,148338.52,0.13,150629.57,0.14,152920.6,0.16,155211.62,0.18,157502.64,0.2
61,1254,Richmond,MA,Pittsfield,Berkshire,14407,364600.0,377382.44,0.04,386388.6,0.06,395276.66,0.08,404161.2,0.11,413045.62,0.13,421930.05,0.16,430814.48,0.18,439698.9,0.21,448583.33,0.23,457467.75,0.25
62,1255,Sandisfield,MA,Pittsfield,Berkshire,14687,250100.0,256897.64,0.03,262617.62,0.05,268317.94,0.07,274017.94,0.1,279717.94,0.12,285417.94,0.14,291117.94,0.16,296817.94,0.19,302517.94,0.21,308217.94,0.23
63,1257,Sheffield,MA,Pittsfield,Berkshire,12855,265700.0,272472.38,0.03,279090.48,0.05,285669.39,0.08,292246.73,0.1,298824.0,0.12,305401.28,0.15,311978.55,0.17,318555.82,0.2,325133.09,0.22,331710.37,0.25
64,1262,Stockbridge,MA,Pittsfield,Berkshire,13275,408000.0,415509.57,0.02,427016.05,0.05,438216.69,0.07,449337.54,0.1,460439.54,0.13,471536.66,0.16,482632.54,0.18,493728.1,0.21,504823.58,0.24,515919.05,0.26
65,1266,West Stockbridge,MA,Pittsfield,Berkshire,13814,394600.0,395109.84,0.0,404848.37,0.03,414652.51,0.05,424457.2,0.08,434261.91,0.1,444066.61,0.13,453871.31,0.15,463676.01,0.18,473480.71,0.2,483285.42,0.22
66,1267,Williamstown,MA,Pittsfield,Berkshire,9422,283300.0,293790.11,0.04,301018.2,0.06,308208.45,0.09,315398.27,0.11,322588.09,0.14,329777.91,0.16,336967.72,0.19,344157.54,0.21,351347.35,0.24,358537.17,0.27
67,1270,Windsor,MA,Pittsfield,Berkshire,14702,196000.0,202353.31,0.03,206319.62,0.05,210284.32,0.07,214249.03,0.09,218213.73,0.11,222178.44,0.13,226143.14,0.15,230107.84,0.17,234072.55,0.19,238037.25,0.21
68,1301,Greenfield,MA,Greenfield Town,Franklin,5551,184800.0,186117.99,0.01,189765.73,0.03,193413.67,0.05,197061.6,0.07,200709.54,0.09,204357.47,0.11,208005.4,0.13,211653.34,0.15,215301.27,0.17,218949.2,0.18
69,1330,Ashfield,MA,Greenfield Town,Franklin,14155,249100.0,252267.15,0.01,258215.93,0.04,264166.32,0.06,270116.72,0.08,276067.11,0.11,282017.5,0.13,287967.89,0.16,293918.28,0.18,299868.67,0.2,305819.06,0.23
70,1337,Bernardston,MA,Greenfield Town,Franklin,12795,211600.0,211097.76,-0.0,215595.64,0.02,220122.7,0.04,224649.93,0.06,229177.17,0.08,233704.41,0.1,238231.65,0.13,242758.89,0.15,247286.13,0.17,251813.37,0.19
71,1338,Ashfield,MA,Greenfield Town,Franklin,14719,209300.0,213189.09,0.02,218277.8,0.04,223365.87,0.07,228453.94,0.09,233542.01,0.12,238630.07,0.14,243718.14,0.16,248806.2,0.19,253894.27,0.21,258982.34,0.24
72,1339,Charlemont,MA,Greenfield Town,Franklin,14143,185700.0,180504.37,-0.03,183706.46,-0.01,188231.0,0.01,192980.03,0.04,197766.57,0.06,202559.33,0.09,207353.13,0.12,212147.09,0.14,216941.09,0.17,221735.09,0.19
73,1340,Colrain,MA,Greenfield Town,Franklin,13941,177500.0,177833.06,0.0,181866.98,0.02,185917.8,0.05,189968.7,0.07,194019.59,0.09,198070.48,0.12,202121.38,0.14,206172.27,0.16,210223.17,0.18,214274.06,0.21
74,1341,Conway,MA,Greenfield Town,Franklin,14204,273200.0,279248.65,0.02,286171.41,0.05,293095.27,0.07,300019.15,0.1,306943.02,0.12,313866.89,0.15,320790.76,0.17,327714.63,0.2,334638.5,0.22,341562.37,0.25
75,1344,Erving,MA,Greenfield Town,Franklin,14177,178300.0,181015.33,0.02,185252.7,0.04,189490.01,0.06,193727.32,0.09,197964.63,0.11,202201.94,0.13,206439.24,0.16,210676.55,0.18,214913.86,0.21,219151.17,0.23
76,1351,Montague,MA,Greenfield Town,Franklin,13077,230500.0,234879.18,0.02,240646.92,0.04,246417.19,0.07,252187.45,0.09,257957.72,0.12,263727.99,0.14,269498.26,0.17,275268.52,0.19,281038.79,0.22,286809.06,0.24
77,1354,Gill,MA,Greenfield Town,Franklin,14448,211300.0,214152.97,0.01,219069.13,0.04,223985.08,0.06,228901.04,0.08,233816.99,0.11,238732.94,0.13,243648.9,0.15,248564.85,0.18,253480.8,0.2,258396.76,0.22
78,1360,Northfield,MA,Greenfield Town,Franklin,12336,212900.0,215102.53,0.01,220394.97,0.04,225689.25,0.06,230983.53,0.08,236277.81,0.11,241572.09,0.13,246866.37,0.16,252160.65,0.18,257454.93,0.21,262749.21,0.23
79,1364,Orange,MA,Greenfield Town,Franklin,9106,143400.0,143107.67,-0.0,145726.86,0.02,148390.3,0.03,151054.42,0.05,153718.56,0.07,156382.69,0.09,159046.82,0.11,161710.95,0.13,164375.08,0.15,167039.21,0.16
80,1366,Petersham,MA,Worcester,Worcester,14584,254200.0,261818.32,0.03,268348.53,0.06,274713.36,0.08,281057.31,0.11,287398.62,0.13,293739.6,0.16,300080.53,0.18,306421.45,0.21,312762.38,0.23,319103.3,0.26
81,1368,Royalston,MA,Worcester,Worcester,14626,206300.0,217566.35,0.05,224700.81,0.09,230678.54,0.12,236354.29,0.15,241950.57,0.17,247525.96,0.2,253095.84,0.23,258664.28,0.25,264232.34,0.28,269800.3,0.31
82,1370,Shelburne,MA,Greenfield Town,Franklin,11180,239200.0,244958.67,0.02,251233.0,0.05,257507.19,0.08,263781.38,0.1,270055.57,0.13,276329.76,0.16,282603.95,0.18,288878.14,0.21,295152.33,0.23,301426.51,0.26
83,1373,South Deerfield,MA,Greenfield Town,Franklin,10897,271600.0,274118.97,0.01,280413.34,0.03,286717.13,0.06,293020.95,0.08,299324.77,0.1,305628.59,0.13,311932.41,0.15,318236.23,0.17,324540.05,0.19,330843.87,0.22
84,1375,Sunderland,MA,Greenfield Town,Franklin,11437,289600.0,291513.49,0.01,298600.19,0.03,305699.44,0.06,312798.73,0.08,319898.02,0.1,326997.3,0.13,334096.59,0.15,341195.88,0.18,348295.16,0.2,355394.45,0.23
85,1376,Turners Falls,MA,Greenfield Town,Franklin,10054,179600.0,180888.18,0.01,184525.3,0.03,188162.32,0.05,191799.35,0.07,195436.38,0.09,199073.4,0.11,202710.43,0.13,206347.45,0.15,209984.48,0.17,213621.51,0.19
86,1420,Fitchburg,MA,Worcester,Worcester,1549,196100.0,201367.06,0.03,206442.09,0.05,211537.5,0.08,216643.85,0.1,221755.88,0.13,226870.86,0.16,231987.38,0.18,237104.7,0.21,242222.43,0.24,247340.38,0.26
87,1430,Ashburnham,MA,Worcester,Worcester,10264,235900.0,244656.21,0.04,251237.17,0.07,257407.52,0.09,263505.01,0.12,269589.57,0.14,275671.84,0.17,281753.7,0.19,287835.49,0.22,293917.26,0.25,299999.03,0.27
88,1431,Ashby,MA,Boston,Middlesex,12743,266300.0,252519.33,-0.05,253212.06,-0.05,257720.71,-0.03,263181.51,-0.01,268882.49,0.01,274643.95,0.03,280420.63,0.05,286201.15,0.07,291982.64,0.1,297764.37,0.12
89,1432,Ayer,MA,Boston,Middlesex,8932,340000.0,354272.37,0.04,364996.16,0.07,375007.74,0.1,384882.45,0.13,394730.84,0.16,404574.16,0.19,414416.52,0.22,424258.68,0.25,434100.81,0.28,443942.94,0.31
90,1440,Gardner,MA,Worcester,Worcester,5178,188300.0,191902.16,0.02,195932.47,0.04,200152.5,0.06,204464.74,0.09,208821.66,0.11,213200.21,0.13,217589.23,0.16,221983.31,0.18,226379.85,0.2,230777.57,0.23
91,1450,Groton,MA,Boston,Middlesex,8553,469300.0,471106.82,0.0,481050.31,0.03,491820.31,0.05,502678.27,0.07,513545.6,0.09,524413.92,0.12,535282.35,0.14,546150.8,0.16,557019.24,0.19,567887.68,0.21
92,1452,Hubbardston,MA,Worcester,Worcester,11543,274600.0,278941.03,0.02,285389.74,0.04,292403.73,0.06,299537.81,0.09,306698.15,0.12,313864.2,0.14,321031.49,0.17,328199.06,0.2,335366.69,0.22,342534.34,0.25
93,1453,Leominster,MA,Worcester,Worcester,1124,265200.0,272683.0,0.03,279910.71,0.06,287017.97,0.08,294083.22,0.11,301133.82,0.14,308179.31,0.16,315223.02,0.19,322266.11,0.22,329308.98,0.24,336351.78,0.27
94,1460,Littleton,MA,Boston,Middlesex,8663,465900.0,467665.47,0.0,477926.34,0.03,489419.42,0.05,501094.94,0.08,512797.47,0.1,524504.0,0.13,536211.12,0.15,547918.33,0.18,559625.55,0.2,571332.77,0.23
95,1462,Lunenburg,MA,Worcester,Worcester,8104,307700.0,317662.12,0.03,326645.09,0.06,335337.88,0.09,343948.04,0.12,352534.68,0.15,361114.63,0.17,369692.67,0.2,378270.16,0.23,386847.5,0.26,395424.8,0.29
96,1463,Pepperell,MA,Boston,Middlesex,7976,347100.0,344834.09,-0.01,350219.75,0.01,357672.05,0.03,365686.8,0.05,373854.65,0.08,382064.17,0.1,390285.03,0.12,398508.98,0.15,406733.77,0.17,414958.79,0.2
97,1464,Shirley,MA,Boston,Middlesex,10055,339500.0,347230.22,0.02,355783.61,0.05,364480.1,0.07,373194.26,0.1,381910.61,0.12,390627.23,0.15,399343.88,0.18,408060.54,0.2,416777.19,0.23,425493.85,0.25
98,1468,Templeton,MA,Worcester,Worcester,11579,210100.0,215286.06,0.02,220453.11,0.05,225633.61,0.07,230818.29,0.1,236004.27,0.12,241190.65,0.15,246377.14,0.17,251563.68,0.2,256750.22,0.22,261936.77,0.25
99,1469,Townsend,MA,Boston,Middlesex,9714,287000.0,285984.48,-0.0,290919.66,0.01,297138.67,0.04,303634.47,0.06,310189.95,0.08,316758.29,0.1,323329.4,0.13,329901.11,0.15,336472.95,0.17,343044.82,0.2
100,1473,Westminster,MA,Worcester,Worcester,9417,278500.0,289577.63,0.04,299274.12,0.07,308224.18,0.11,316745.74,0.14,325020.27,0.17,333152.39,0.2,341202.4,0.23,349205.08,0.25,357180.47,0.28,365140.13,0.31
101,1474,Townsend,MA,Boston,Middlesex,13974,295200.0,295977.5,0.0,302088.05,0.02,309099.06,0.05,316259.79,0.07,323445.42,0.1,330635.19,0.12,337825.64,0.14,345016.21,0.17,352206.8,0.19,359397.39,0.22
102,1475,Winchendon,MA,Worcester,Worcester,8592,203700.0,207600.85,0.02,212185.55,0.04,217003.36,0.07,221889.73,0.09,226796.22,0.11,231708.6,0.14,236622.72,0.16,241537.34,0.19,246452.11,0.21,251366.93,0.23
103,1501,Auburn,MA,Worcester,Worcester,6397,264700.0,274916.12,0.04,283654.99,0.07,291525.93,0.1,298966.73,0.13,306192.11,0.16,313309.55,0.18,320372.93,0.21,327409.21,0.24,334431.93,0.26,341447.85,0.29
104,1503,Berlin,MA,Worcester,Worcester,12427,431300.0,441786.22,0.02,452889.36,0.05,464164.44,0.08,475471.72,0.1,486785.38,0.13,498100.3,0.15,509415.46,0.18,520730.67,0.21,532045.89,0.23,543361.12,0.26
105,1504,Blackstone,MA,Worcester,Worcester,8906,292100.0,290223.77,-0.01,294512.65,0.01,300717.81,0.03,307511.0,0.05,314484.4,0.08,321513.03,0.1,328558.59,0.12,335609.33,0.15,342661.67,0.17,349714.49,0.2
106,1505,Boylston,MA,Worcester,Worcester,11143,391300.0,391155.51,-0.0,399102.45,0.02,408495.02,0.04,418137.22,0.07,427822.51,0.09,437515.23,0.12,447209.23,0.14,456903.46,0.17,466597.73,0.19,476292.0,0.22
107,1506,Brookfield,MA,Worcester,Worcester,11931,233200.0,242006.28,0.04,248030.5,0.06,253930.64,0.09,259825.35,0.11,265719.82,0.14,271614.29,0.16,277508.75,0.19,283403.22,0.22,289297.68,0.24,295192.15,0.27
108,1507,Charlton,MA,Worcester,Worcester,7839,304300.0,319631.24,0.05,329914.3,0.08,338854.01,0.11,347450.92,0.14,355960.46,0.17,364447.72,0.2,372929.3,0.23,381409.43,0.25,389889.2,0.28,398368.87,0.31
109,1510,Clinton,MA,Worcester,Worcester,6628,271000.0,286481.99,0.06,295863.33,0.09,303767.85,0.12,311314.24,0.15,318773.77,0.18,326212.24,0.2,333645.6,0.23,341077.72,0.26,348509.54,0.29,355941.29,0.31
110,1515,East Brookfield,MA,Worcester,Worcester,13461,237000.0,256144.45,0.08,267698.72,0.13,276326.66,0.17,283820.76,0.2,290875.24,0.23,297759.25,0.26,304577.16,0.29,311369.44,0.31,318151.78,0.34,324930.27,0.37
111,1516,Douglas,MA,Worcester,Worcester,9292,326200.0,339962.17,0.04,352407.91,0.08,363762.86,0.12,374477.14,0.15,384814.14,0.18,394928.95,0.21,404912.92,0.24,414819.84,0.27,424681.38,0.3,434516.2,0.33
