,Zip,City,State,Metro,CountyName,SizeRank,2018-04-01,1_Year,1_Gain,2_Year,2_Gain,3_Year,3_Gain,4_Year,4_Gain,5_Year,5_Gain,6_Year,6_Gain,7_Year,7_Gain,8_Year,8_Gain,9_Year,9_Gain,10_Year,10_Gain
13,1033,Granby,MA,Springfield,Hampshire,10028,247900.0,251030.11,0.01,255917.67,0.03,261205.96,0.05,266608.95,0.08,272044.77,0.1,277489.99,0.12,282937.9,0.14,288386.58,0.16,293835.48,0.19,299284.45,0.21
14,1034,Tolland,MA,Springfield,Hampden,13563,261700.0,270287.86,0.03,277696.41,0.06,284327.36,0.09,290602.28,0.11,296714.17,0.13,302751.41,0.16,308754.48,0.18,314741.89,0.2,320722.14,0.23,326699.11,0.25
15,1035,Hadley,MA,Springfield,Hampshire,10440,329200.0,341483.83,0.04,352020.52,0.07,361620.01,0.1,370653.04,0.13,379343.68,0.15,387827.38,0.18,396186.0,0.2,404469.01,0.23,412706.33,0.25,420916.03,0.28
16,1036,Hampden,MA,Springfield,Hampden,10956,263700.0,267503.53,0.01,272144.24,0.03,276955.37,0.05,281865.86,0.07,286834.29,0.09,291836.5,0.11,296858.41,0.13,301891.79,0.14,306931.87,0.16,311975.85,0.18
17,1038,Hatfield,MA,Springfield,Hampshire,12854,308800.0,309677.8,0.0,315007.48,0.02,321643.36,0.04,328871.89,0.06,336369.31,0.09,343988.74,0.11,351663.52,0.14,359363.41,0.16,367074.7,0.19,374791.16,0.21
18,1040,Holyoke,MA,Springfield,Hampden,1789,191400.0,195133.64,0.02,198947.46,0.04,202709.92,0.06,206445.39,0.08,210166.68,0.1,213880.51,0.12,217590.43,0.14,221298.28,0.16,225005.06,0.18,228711.26,0.19
19,1050,Huntington,MA,Springfield,Hampshire,12876,204100.0,212877.35,0.04,218109.54,0.07,222674.18,0.09,227107.49,0.11,231514.96,0.13,235917.34,0.16,240318.73,0.18,244719.92,0.2,249121.07,0.22,253522.21,0.24
20,1053,Northampton,MA,Springfield,Hampshire,13643,316100.0,334310.2,0.06,347555.14,0.1,358344.4,0.13,367902.59,0.16,376843.62,0.19,385475.25,0.22,393951.77,0.25,402350.54,0.27,410710.32,0.3,419050.56,0.33
21,1054,Leverett,MA,Greenfield Town,Franklin,13772,315500.0,317492.27,0.01,324925.62,0.03,332489.15,0.05,340055.81,0.08,347622.55,0.1,355189.29,0.13,362756.03,0.15,370322.77,0.17,377889.51,0.2,385456.25,0.22
22,1056,Ludlow,MA,Springfield,Hampden,5199,217300.0,220827.62,0.02,224367.08,0.03,228103.08,0.05,231946.55,0.07,235848.75,0.09,239783.08,0.1,243734.95,0.12,247696.43,0.14,251663.16,0.16,255632.75,0.18
23,1060,Northampton,MA,Springfield,Hampshire,6144,359800.0,366700.3,0.02,375850.67,0.04,385252.65,0.07,394685.84,0.1,404122.89,0.12,413560.43,0.15,422998.02,0.18,432435.62,0.2,441873.22,0.23,451310.82,0.25
24,1062,Northampton,MA,Springfield,Hampshire,7837,279500.0,276487.08,-0.01,279447.13,-0.0,284340.8,0.02,289875.25,0.04,295622.04,0.06,301439.21,0.08,307279.7,0.1,313127.92,0.12,318978.7,0.14,324830.33,0.16
25,1068,Oakham,MA,Worcester,Worcester,13988,270200.0,282579.22,0.05,292319.58,0.08,300694.75,0.11,308414.41,0.14,315819.32,0.17,323073.09,0.2,330254.3,0.22,337400.66,0.25,344530.29,0.28,351651.88,0.3
26,1071,Russell,MA,Springfield,Hampden,14375,216000.0,217710.96,0.01,221590.36,0.03,225699.73,0.04,229835.17,0.06,233973.58,0.08,238112.32,0.1,242251.1,0.12,246389.89,0.14,250528.67,0.16,254667.45,0.18
27,1072,Shutesbury,MA,Greenfield Town,Franklin,14362,237400.0,235154.81,-0.01,237276.48,-0.0,241130.07,0.02,245672.59,0.03,250489.15,0.06,255414.73,0.08,260383.68,0.1,265369.87,0.12,270362.93,0.14,275358.71,0.16
28,1073,Southampton,MA,Springfield,Hampshire,10006,291700.0,287679.76,-0.01,291969.94,0.0,297709.52,0.02,303716.29,0.04,309772.32,0.06,315837.42,0.08,321904.2,0.1,327971.28,0.12,334038.43,0.15,340105.58,0.17
29,1075,South Hadley,MA,Springfield,Hampshire,6224,236600.0,245097.56,0.04,252588.5,0.07,259248.34,0.1,265355.7,0.12,271095.81,0.15,276591.78,0.17,281925.47,0.19,287151.28,0.21,292305.37,0.24,297411.79,0.26
30,1077,Southwick,MA,Springfield,Hampden,8480,250500.0,262143.7,0.05,270364.65,0.08,277219.02,0.11,283552.0,0.13,289686.06,0.16,295744.23,0.18,301773.44,0.2,307791.61,0.23,313805.56,0.25,319817.91,0.28
31,1081,Wales,MA,Springfield,Hampden,13892,202600.0,206047.0,0.02,210173.73,0.04,214431.07,0.06,218719.77,0.08,223016.02,0.1,227314.08,0.12,231612.58,0.14,235911.18,0.16,240209.8,0.19,244508.43,0.21
32,1082,Ware,MA,Springfield,Hampshire,7949,183800.0,189761.75,0.03,193770.06,0.05,197378.78,0.07,200906.37,0.09,204417.48,0.11,207925.24,0.13,211432.32,0.15,214939.27,0.17,218446.18,0.19,221953.1,0.21
33,1083,Warren,MA,Worcester,Worcester,12656,197400.0,200904.03,0.02,204377.42,0.04,208075.77,0.05,211899.35,0.07,215792.64,0.09,219724.73,0.11,223678.42,0.13,227644.13,0.15,231616.54,0.17,235592.66,0.19
34,1085,Westfield,MA,Springfield,Hampden,1572,251200.0,255608.39,0.02,260716.36,0.04,265926.15,0.06,271175.56,0.08,276440.37,0.1,281711.18,0.12,286984.32,0.14,292258.37,0.16,297532.77,0.18,302807.3,0.21
35,1089,West Springfield,MA,Springfield,Hampden,3177,218000.0,227423.33,0.04,233961.12,0.07,239440.6,0.1,244526.08,0.12,249464.86,0.14,254349.03,0.17,259212.87,0.19,264069.13,0.21,268922.58,0.23,273774.97,0.26
36,1092,Warren,MA,Worcester,Worcester,14513,191400.0,195991.88,0.02,199948.07,0.04,203869.23,0.07,207772.55,0.09,211666.78,0.11,215556.4,0.13,219443.65,0.15,223329.71,0.17,227215.15,0.19,231100.29,0.21
37,1095,Wilbraham,MA,Springfield,Hampden,7132,283900.0,295893.67,0.04,305515.16,0.08,313609.97,0.1,320766.75,0.13,327347.17,0.15,333573.47,0.17,339582.18,0.2,345457.21,0.22,351250.09,0.24,356992.51,0.26
38,1096,Williamsburg,MA,Springfield,Hampshire,12805,248100.0,257073.07,0.04,263696.92,0.06,269824.69,0.09,275862.69,0.11,281884.44,0.14,287903.26,0.16,293921.55,0.18,299939.74,0.21,305957.91,0.23,311976.08,0.26
39,1098,Worthington,MA,Springfield,Hampshire,14455,244600.0,251279.8,0.03,256868.21,0.05,262453.79,0.07,268039.36,0.1,273624.93,0.12,279210.5,0.14,284796.06,0.16,290381.63,0.19,295967.2,0.21,301552.77,0.23
40,1104,Springfield,MA,Springfield,Hampden,4929,136800.0,139582.43,0.02,142420.35,0.04,145194.34,0.06,147938.99,0.08,150670.18,0.1,153395.18,0.12,156117.35,0.14,158838.21,0.16,161558.47,0.18,164278.47,0.2
41,1106,Longmeadow,MA,Springfield,Hampden,6938,342200.0,348934.86,0.02,356061.37,0.04,363110.57,0.06,370122.4,0.08,377116.16,0.1,384101.2,0.12,391082.01,0.14,398060.78,0.16,405038.57,0.18,412015.88,0.2
42,1107,Springfield,MA,Springfield,Hampden,8329,141600.0,147395.86,0.04,152289.32,0.08,156450.14,0.1,160165.4,0.13,163609.68,0.16,166889.17,0.18,170068.44,0.2,173186.76,0.22,176268.01,0.24,179326.72,0.27
43,1108,Springfield,MA,Springfield,Hampden,4464,157400.0,170136.18,0.08,180882.54,0.15,189912.35,0.21,197675.73,0.26,204504.8,0.3,210644.55,0.34,216275.77,0.37,221531.79,0.41,226511.01,0.44,231286.01,0.47
44,1109,Springfield,MA,Springfield,Hampden,4304,127600.0,131373.58,0.03,134849.45,0.06,138049.69,0.08,141127.6,0.11,144151.24,0.13,147150.79,0.15,150139.64,0.18,153123.76,0.2,156105.77,0.22,159086.84,0.25
45,1118,Springfield,MA,Springfield,Hampden,7034,170500.0,176500.9,0.04,181426.87,0.06,185715.47,0.09,189721.71,0.11,193602.87,0.14,197428.62,0.16,201229.82,0.18,205020.15,0.2,208805.66,0.22,212589.04,0.25
46,1119,Springfield,MA,Springfield,Hampden,7618,159100.0,166098.83,0.04,171619.18,0.08,176343.5,0.11,180632.1,0.14,184682.2,0.16,188601.76,0.19,192449.87,0.21,196258.87,0.23,200046.45,0.26,203822.32,0.28
47,1128,Springfield,MA,Springfield,Hampden,13001,185900.0,192826.07,0.04,198242.66,0.07,202950.64,0.09,207411.54,0.12,211786.3,0.14,216131.02,0.16,220465.26,0.19,224795.86,0.21,229125.18,0.23,233454.05,0.26
48,1129,Springfield,MA,Springfield,Hampden,9534,175400.0,180212.55,0.03,184725.42,0.05,188832.82,0.08,192750.98,0.1,196580.85,0.12,200369.51,0.14,204138.94,0.16,207899.39,0.19,211655.66,0.21,215409.97,0.23
49,1151,Springfield,MA,Springfield,Hampden,8793,133600.0,133302.63,-0.0,135037.19,0.01,137393.24,0.03,139956.72,0.05,142589.44,0.07,145245.26,0.09,147908.8,0.11,150574.91,0.13,153241.88,0.15,155909.14,0.17
50,1201,Pittsfield,MA,Pittsfield,Berkshire,523,157200.0,159537.29,0.01,162052.07,0.03,164614.54,0.05,167203.56,0.06,169807.39,0.08,172419.45,0.1,175036.11,0.11,177655.32,0.13,180275.96,0.15,182897.39,0.16
51,1220,Adams,MA,Pittsfield,Berkshire,8528,132600.0,138446.93,0.04,141888.6,0.07,144466.79,0.09,146679.48,0.11,148737.48,0.12,150730.0,0.14,152694.8,0.15,154647.87,0.17,156595.98,0.18,158541.99,0.2
52,1223,Becket,MA,Pittsfield,Berkshire,12348,208600.0,211662.81,0.01,216414.34,0.04,221231.37,0.06,226054.69,0.08,230878.63,0.11,235702.62,0.13,240526.61,0.15,245350.61,0.18,250174.6,0.2,254998.6,0.22
53,1225,Cheshire,MA,Pittsfield,Berkshire,12024,192100.0,201924.78,0.05,207174.92,0.08,211142.72,0.1,214750.28,0.12,218256.65,0.14,221734.6,0.15,225204.55,0.17,228672.27,0.19,232139.35,0.21,235606.26,0.23
54,1226,Dalton,MA,Pittsfield,Berkshire,9809,179100.0,180459.64,0.01,183072.68,0.02,185932.5,0.04,188878.64,0.05,191854.97,0.07,194841.87,0.09,197832.46,0.1,200824.34,0.12,203816.67,0.14,206809.16,0.15
55,1230,Great Barrington,MA,Pittsfield,Berkshire,8583,338700.0,359911.28,0.06,372198.76,0.1,382547.49,0.13,392521.31,0.16,402422.63,0.19,412309.93,0.22,422194.51,0.25,432078.57,0.28,441962.53,0.3,451846.47,0.33
56,1235,Hinsdale,MA,Pittsfield,Berkshire,12160,192300.0,200668.71,0.04,205342.12,0.07,209685.37,0.09,214002.3,0.11,218317.13,0.14,222631.79,0.16,226946.44,0.18,231261.09,0.2,235575.73,0.23,239890.38,0.25
57,1238,Lee,MA,Pittsfield,Berkshire,9576,234500.0,236285.67,0.01,240416.05,0.03,245078.78,0.05,249909.2,0.07,254792.44,0.09,259692.31,0.11,264597.43,0.13,269504.19,0.15,274411.48,0.17,279318.93,0.19
58,1240,Lenox,MA,Pittsfield,Berkshire,9461,328300.0,337304.11,0.03,345455.57,0.05,352940.54,0.08,360206.38,0.1,367400.16,0.12,374570.26,0.14,381732.57,0.16,388892.32,0.18,396051.22,0.21,403209.85,0.23
59,1245,Monterey,MA,Pittsfield,Berkshire,14541,438900.0,456742.48,0.04,469395.05,0.07,481782.43,0.1,494155.92,0.13,506528.69,0.15,518901.42,0.18,531274.15,0.21,543646.88,0.24,556019.61,0.27,568392.34,0.3
60,1247,North Adams,MA,Pittsfield,Berkshire,6162,131800.0,135937.23,0.03,138618.04,0.05,140958.64,0.07,143228.5,0.09,145483.65,0.1,147735.75,0.12,149987.21,0.14,152238.53,0.16,154489.83,0.17,156741.12,0.19
61,1254,Richmond,MA,Pittsfield,Berkshire,14407,364600.0,379255.22,0.04,388544.42,0.07,397466.35,0.09,406367.59,0.11,415267.66,0.14,424167.66,0.16,433067.66,0.19,441967.67,0.21,450867.67,0.24,459767.67,0.26
62,1255,Sandisfield,MA,Pittsfield,Berkshire,14687,250100.0,257198.43,0.03,262932.38,0.05,268633.06,0.07,274333.07,0.1,280033.07,0.12,285733.07,0.14,291433.07,0.17,297133.07,0.19,302833.07,0.21,308533.07,0.23
63,1257,Sheffield,MA,Pittsfield,Berkshire,12855,265700.0,271042.09,0.02,277548.54,0.04,284060.99,0.07,290573.62,0.09,297086.26,0.12,303598.9,0.14,310111.54,0.17,316624.17,0.19,323136.81,0.22,329649.45,0.24
64,1262,Stockbridge,MA,Pittsfield,Berkshire,13275,408000.0,415997.25,0.02,426566.9,0.05,437158.79,0.07,447750.77,0.1,458342.75,0.12,468934.72,0.15,479526.7,0.18,490118.68,0.2,500710.66,0.23,511302.63,0.25
65,1266,West Stockbridge,MA,Pittsfield,Berkshire,13814,394600.0,396109.31,0.0,405663.29,0.03,415496.61,0.05,425360.18,0.08,435227.03,0.1,445094.23,0.13,454961.47,0.15,464828.72,0.18,474695.97,0.2,484563.21,0.23
66,1267,Williamstown,MA,Pittsfield,Berkshire,9422,283300.0,296324.75,0.05,304602.83,0.08,312068.0,0.1,319393.89,0.13,326695.91,0.15,333993.84,0.18,341291.08,0.2,348588.19,0.23,355885.28,0.26,363182.37,0.28
67,1270,Windsor,MA,Pittsfield,Berkshire,14702,196000.0,205166.41,0.05,209344.21,0.07,213393.72,0.09,217440.55,0.11,221487.32,0.13,225534.09,0.15,229580.85,0.17,233627.62,0.19,237674.39,0.21,241721.16,0.23
68,1301,Greenfield,MA,Greenfield Town,Franklin,5551,184800.0,184580.27,-0.0,188103.78,0.02,191664.11,0.04,195224.81,0.06,198785.52,0.08,202346.22,0.09,205906.92,0.11,209467.63,0.13,213028.33,0.15,216589.04,0.17
69,1330,Ashfield,MA,Greenfield Town,Franklin,14155,249100.0,250353.73,0.01,256063.04,0.03,261896.08,0.05,267733.03,0.07,273570.11,0.1,279407.19,0.12,285244.28,0.15,291081.36,0.17,296918.45,0.19,302755.53,0.22
70,1331,Athol,MA,Worcester,Worcester,7150,159300.0,164596.31,0.03,168491.9,0.06,172300.16,0.08,176102.96,0.11,179905.4,0.13,183707.83,0.15,187510.26,0.18,191312.68,0.2,195115.11,0.22,198917.54,0.25
71,1337,Bernardston,MA,Greenfield Town,Franklin,12795,211600.0,212789.19,0.01,217397.37,0.03,222009.95,0.05,226622.53,0.07,231235.11,0.09,235847.69,0.11,240460.27,0.14,245072.85,0.16,249685.43,0.18,254298.01,0.2
72,1338,Ashfield,MA,Greenfield Town,Franklin,14719,209300.0,209647.27,0.0,214094.38,0.02,218911.34,0.05,223765.43,0.07,228623.26,0.09,233481.45,0.12,238339.68,0.14,243197.92,0.16,248056.16,0.19,252914.39,0.21
73,1339,Charlemont,MA,Greenfield Town,Franklin,14143,185700.0,187950.46,0.01,193177.25,0.04,198405.17,0.07,203633.09,0.1,208861.01,0.12,214088.93,0.15,219316.85,0.18,224544.77,0.21,229772.69,0.24,235000.61,0.27
74,1340,Colrain,MA,Greenfield Town,Franklin,13941,177500.0,173801.44,-0.02,176850.04,-0.0,180584.51,0.02,184390.3,0.04,188203.5,0.06,192017.48,0.08,195831.54,0.1,199645.6,0.12,203459.67,0.15,207273.73,0.17
75,1341,Conway,MA,Greenfield Town,Franklin,14204,273200.0,270222.58,-0.01,273419.32,0.0,278727.64,0.02,284662.04,0.04,290782.06,0.06,296957.13,0.09,303148.52,0.11,309344.74,0.13,315542.4,0.15,321740.48,0.18
76,1344,Erving,MA,Greenfield Town,Franklin,14177,178300.0,178468.8,0.0,182498.62,0.02,186591.71,0.05,190685.83,0.07,194779.96,0.09,198874.1,0.12,202968.23,0.14,207062.36,0.16,211156.5,0.18,215250.63,0.21
77,1351,Montague,MA,Greenfield Town,Franklin,13077,230500.0,231995.47,0.01,237503.21,0.03,243102.65,0.05,248704.18,0.08,254305.75,0.1,259907.33,0.13,265508.9,0.15,271110.48,0.18,276712.06,0.2,282313.63,0.22
78,1354,Gill,MA,Greenfield Town,Franklin,14448,211300.0,212017.09,0.0,216732.92,0.03,221526.55,0.05,226321.72,0.07,231116.92,0.09,235912.12,0.12,240707.32,0.14,245502.52,0.16,250297.72,0.18,255092.92,0.21
79,1360,Northfield,MA,Greenfield Town,Franklin,12336,212900.0,214692.3,0.01,219951.7,0.03,225221.31,0.06,230490.95,0.08,235760.59,0.11,241030.23,0.13,246299.87,0.16,251569.51,0.18,256839.15,0.21,262108.79,0.23
80,1364,Orange,MA,Greenfield Town,Franklin,9106,143400.0,143749.29,0.0,146398.73,0.02,149082.83,0.04,151767.44,0.06,154452.06,0.08,157136.68,0.1,159821.29,0.11,162505.91,0.13,165190.53,0.15,167875.15,0.17
81,1366,Petersham,MA,Worcester,Worcester,14584,254200.0,261306.76,0.03,268453.88,0.06,275197.68,0.08,281754.58,0.11,288224.85,0.13,294654.98,0.16,301066.51,0.18,307469.41,0.21,313868.32,0.23,320265.38,0.26
82,1368,Royalston,MA,Worcester,Worcester,14626,206300.0,217696.4,0.06,225306.5,0.09,231545.32,0.12,237343.6,0.15,243000.35,0.18,248611.63,0.21,254208.31,0.23,259800.29,0.26,265390.76,0.29,270980.75,0.31
83,1370,Shelburne,MA,Greenfield Town,Franklin,11180,239200.0,243716.48,0.02,249911.87,0.04,256112.36,0.07,262312.87,0.1,268513.37,0.12,274713.88,0.15,280914.39,0.17,287114.9,0.2,293315.4,0.23,299515.91,0.25
84,1373,South Deerfield,MA,Greenfield Town,Franklin,10897,271600.0,271831.44,0.0,277686.0,0.02,283814.67,0.04,289957.84,0.07,296101.78,0.09,302245.76,0.11,308389.74,0.14,314533.72,0.16,320677.7,0.18,326821.68,0.2
85,1375,Sunderland,MA,Greenfield Town,Franklin,11437,289600.0,288618.76,-0.0,295361.8,0.02,302324.37,0.04,309293.33,0.07,316262.47,0.09,323231.61,0.12,330200.76,0.14,337169.91,0.16,344139.05,0.19,351108.2,0.21
86,1376,Turners Falls,MA,Greenfield Town,Franklin,10054,179600.0,179314.15,-0.0,182842.36,0.02,186390.53,0.04,189938.81,0.06,193487.09,0.08,197035.37,0.1,200583.65,0.12,204131.93,0.14,207680.2,0.16,211228.48,0.18
87,1420,Fitchburg,MA,Worcester,Worcester,1549,196100.0,202078.63,0.03,207593.91,0.06,212925.23,0.09,218155.84,0.11,223331.32,0.14,228476.64,0.17,233605.43,0.19,238725.18,0.22,243839.99,0.24,248952.08,0.27
88,1430,Ashburnham,MA,Worcester,Worcester,10264,235900.0,245563.58,0.04,253020.81,0.07,259595.05,0.1,265854.84,0.13,272002.65,0.15,278110.59,0.18,284204.33,0.2,290293.01,0.23,296379.89,0.26,302466.13,0.28
89,1431,Ashby,MA,Boston,Middlesex,12743,266300.0,258707.2,-0.03,258421.37,-0.03,261197.39,-0.02,265477.67,-0.0,270496.98,0.02,275879.37,0.04,281440.13,0.06,287088.52,0.08,292779.97,0.1,298492.58,0.12
90,1432,Ayer,MA,Boston,Middlesex,8932,340000.0,357801.04,0.05,371043.25,0.09,382314.44,0.12,392842.47,0.16,403090.3,0.19,413232.48,0.22,423334.82,0.25,433422.15,0.27,443503.81,0.3,453583.33,0.33
91,1440,Gardner,MA,Worcester,Worcester,5178,188300.0,195160.99,0.04,201597.95,0.07,207523.51,0.1,213089.93,0.13,218404.13,0.16,223541.21,0.19,228553.89,0.21,233479.23,0.24,238343.21,0.27,243164.11,0.29
92,1450,Groton,MA,Boston,Middlesex,8553,469300.0,475495.49,0.01,485090.29,0.03,495143.43,0.06,505444.93,0.08,515881.01,0.1,526389.99,0.12,536938.49,0.14,547508.4,0.17,558089.91,0.19,568677.7,0.21
93,1452,Hubbardston,MA,Worcester,Worcester,11543,274600.0,285520.92,0.04,296146.48,0.08,306147.7,0.11,315673.76,0.15,324838.19,0.18,333727.4,0.22,342407.15,0.25,350927.5,0.28,359326.52,0.31,367633.21,0.34
94,1453,Leominster,MA,Worcester,Worcester,1124,265200.0,274464.7,0.03,283327.95,0.07,291598.16,0.1,299492.19,0.13,307147.59,0.16,314651.64,0.19,322059.67,0.21,329406.8,0.24,336715.29,0.27,343999.29,0.3
95,1460,Littleton,MA,Boston,Middlesex,8663,465900.0,473615.56,0.02,484428.41,0.04,495748.53,0.06,507315.98,0.09,519004.02,0.11,530750.85,0.14,542526.36,0.16,554315.85,0.19,566112.15,0.22,577911.77,0.24
96,1462,Lunenburg,MA,Worcester,Worcester,8104,307700.0,324468.53,0.05,339298.17,0.1,352388.53,0.15,364304.86,0.18,375428.72,0.22,386017.66,0.25,396245.53,0.29,406229.67,0.32,416049.29,0.35,425757.86,0.38
97,1463,Pepperell,MA,Boston,Middlesex,7976,347100.0,349802.2,0.01,355945.86,0.03,363243.84,0.05,371090.27,0.07,379197.29,0.09,387428.13,0.12,395717.8,0.14,404035.42,0.16,412366.33,0.19,420703.54,0.21
98,1464,Shirley,MA,Boston,Middlesex,10055,339500.0,348484.9,0.03,357443.27,0.05,366337.1,0.08,375217.75,0.11,384095.71,0.13,392973.13,0.16,401850.43,0.18,410727.71,0.21,419604.98,0.24,428482.25,0.26
99,1468,Templeton,MA,Worcester,Worcester,11579,210100.0,220280.18,0.05,229292.11,0.09,237292.65,0.13,244589.45,0.16,251396.62,0.2,257863.09,0.23,264092.5,0.26,270156.98,0.29,276106.69,0.31,281976.56,0.34
100,1469,Townsend,MA,Boston,Middlesex,9714,287000.0,290770.46,0.01,296494.19,0.03,302648.26,0.05,309027.03,0.08,315523.1,0.1,322080.42,0.12,328669.72,0.15,335275.71,0.17,341890.42,0.19,348509.69,0.21
101,1473,Westminster,MA,Worcester,Worcester,9417,278500.0,292049.34,0.05,304459.87,0.09,315773.84,0.13,326282.5,0.17,336199.77,0.21,345682.74,0.24,354846.77,0.27,363776.57,0.31,372534.37,0.34,381165.85,0.37
102,1474,Townsend,MA,Boston,Middlesex,13974,295200.0,300812.1,0.02,307763.57,0.04,314962.01,0.07,322264.83,0.09,329611.77,0.12,336977.36,0.14,344350.82,0.17,351727.62,0.19,359105.83,0.22,366484.63,0.24
103,1475,Winchendon,MA,Worcester,Worcester,8592,203700.0,210363.1,0.03,216130.75,0.06,221497.74,0.09,226682.71,0.11,231784.98,0.14,236849.68,0.16,241897.3,0.19,246937.18,0.21,251973.52,0.24,257008.27,0.26
104,1501,Auburn,MA,Worcester,Worcester,6397,264700.0,275051.59,0.04,284679.69,0.08,293497.08,0.11,301788.32,0.14,309738.1,0.17,317466.29,0.2,325050.66,0.23,332541.71,0.26,339972.18,0.28,347363.34,0.31
105,1503,Berlin,MA,Worcester,Worcester,12427,431300.0,444121.03,0.03,456012.83,0.06,467679.87,0.08,479230.9,0.11,490722.05,0.14,502182.29,0.16,513626.58,0.19,525062.64,0.22,536494.45,0.24,547924.06,0.27
106,1504,Blackstone,MA,Worcester,Worcester,8906,292100.0,293229.35,0.0,297526.46,0.02,303242.6,0.04,309652.47,0.06,316401.51,0.08,323316.36,0.11,330312.27,0.13,337347.82,0.15,344402.74,0.18,351467.14,0.2
107,1505,Boylston,MA,Worcester,Worcester,11143,391300.0,392475.2,0.0,398592.03,0.02,406791.13,0.04,415827.83,0.06,425201.47,0.09,434710.64,0.11,444274.34,0.14,453859.96,0.16,463454.41,0.18,473052.41,0.21
108,1506,Brookfield,MA,Worcester,Worcester,11931,233200.0,239934.47,0.03,246324.95,0.06,252584.92,0.08,258758.08,0.11,264873.49,0.14,270950.51,0.16,277001.98,0.19,283036.47,0.21,289059.65,0.24,295075.31,0.27
109,1507,Charlton,MA,Worcester,Worcester,7839,304300.0,324320.33,0.07,341869.12,0.12,357038.76,0.17,370522.02,0.22,382809.96,0.26,394250.64,0.3,405090.78,0.33,415505.24,0.37,425617.98,0.4,435516.86,0.43
110,1510,Clinton,MA,Worcester,Worcester,6628,271000.0,290187.65,0.07,303740.49,0.12,314407.19,0.16,323644.92,0.19,332175.16,0.23,340355.1,0.26,348361.61,0.29,356282.25,0.31,364160.37,0.34,372017.44,0.37
